count,dis,dis_label
14,http://purl.obolibrary.org/obo/MONDO_0014760,TFRC-related combined immunodeficiency
14,http://purl.obolibrary.org/obo/MONDO_0018636,autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome
14,http://purl.obolibrary.org/obo/MONDO_0024777,"immunodeficiency 98 with autoinflammation, X-linked"
14,http://purl.obolibrary.org/obo/MONDO_0024781,immunodeficiency 102
14,http://purl.obolibrary.org/obo/MONDO_0030308,immunodeficiency 82 with systemic inflammation
14,http://purl.obolibrary.org/obo/MONDO_0030498,immunodeficiency 92
14,http://purl.obolibrary.org/obo/MONDO_0030528,immunodeficiency 93 and hypertrophic cardiomyopathy
14,http://purl.obolibrary.org/obo/MONDO_0030858,immunodeficiency 75
14,http://purl.obolibrary.org/obo/MONDO_0030898,immunodeficiency 76
14,http://purl.obolibrary.org/obo/MONDO_0032599,immunodeficiency 15a
14,http://purl.obolibrary.org/obo/MONDO_0032763,immunodeficiency 62
14,http://purl.obolibrary.org/obo/MONDO_0032803,immunodeficiency 64
14,http://purl.obolibrary.org/obo/MONDO_0033541,immunodeficiency 69
14,http://purl.obolibrary.org/obo/MONDO_0054696,immunodeficiency 53
14,http://purl.obolibrary.org/obo/MONDO_0700308,TNFRSF9-related immunodeficiency
14,http://purl.obolibrary.org/obo/MONDO_0850067,immune deficiency due to impaired neutrophil phagocytosis and migration
14,http://purl.obolibrary.org/obo/MONDO_0958011,immunodeficiency 117
14,http://purl.obolibrary.org/obo/MONDO_0035362,TRIM22-related inflammatory bowel disease
14,http://purl.obolibrary.org/obo/MONDO_0035370,ALPI-related inflammatory bowel disease
98,http://purl.obolibrary.org/obo/MONDO_0022205,pustular psoriasis
154,http://purl.obolibrary.org/obo/MONDO_0024626,defective phagocytic cell engulfment
42,http://purl.obolibrary.org/obo/MONDO_0012740,"chromosome 22q11.2 deletion syndrome, distal"
14,http://purl.obolibrary.org/obo/MONDO_0008558,autoimmune thrombocytopenic purpura
14,http://purl.obolibrary.org/obo/MONDO_0018896,thrombotic thrombocytopenic purpura
56,http://purl.obolibrary.org/obo/MONDO_0018768,familial cold autoinflammatory syndrome
14,http://purl.obolibrary.org/obo/MONDO_0008633,Muckle-Wells syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014912,"autoinflammation, panniculitis, and dermatosis syndrome, autosomal recessive"
56,http://purl.obolibrary.org/obo/MONDO_0000631,bone benign neoplasm
28,http://purl.obolibrary.org/obo/MONDO_0044335,benign soft tissue neoplasm
42,http://purl.obolibrary.org/obo/MONDO_0044983,benign lipomatous neoplasm
14,http://purl.obolibrary.org/obo/MONDO_0008977,chondrosarcoma
1890,http://purl.obolibrary.org/obo/MONDO_0019060,bone neoplasm
154,http://purl.obolibrary.org/obo/MONDO_0021354,tumor of adipose tissue
140,http://purl.obolibrary.org/obo/MONDO_0006209,fibroblastic neoplasm
28,http://purl.obolibrary.org/obo/MONDO_0007319,chondrocalcinosis 2
14,http://purl.obolibrary.org/obo/MONDO_0008828,camptodactyly-arthropathy-coxa vara-pericarditis syndrome
14,http://purl.obolibrary.org/obo/MONDO_0017376,reactive arthritis
28,http://purl.obolibrary.org/obo/MONDO_0018015,intermittent hydrarthrosis
14,http://purl.obolibrary.org/obo/MONDO_0033856,LAMA5-related multisystemic syndrome
28,http://purl.obolibrary.org/obo/MONDO_0005508,hereditary multiple osteochondromas
546,http://purl.obolibrary.org/obo/MONDO_0007915,systemic lupus erythematosus
42,http://purl.obolibrary.org/obo/MONDO_0011996,chronic myeloid leukemia
168,http://purl.obolibrary.org/obo/MONDO_0017824,familial isolated pituitary adenoma
14,http://purl.obolibrary.org/obo/MONDO_0007205,diaphyseal medullary stenosis-bone malignancy syndrome
210,http://purl.obolibrary.org/obo/MONDO_0017310,Marfan and Marfan-related disorder
14,http://purl.obolibrary.org/obo/MONDO_0700261,ADAR-related type 1 interferonopathy
28,http://purl.obolibrary.org/obo/MONDO_0007608,desmoid tumor
168,http://purl.obolibrary.org/obo/MONDO_0017953,hereditary periodic fever syndrome
14,http://purl.obolibrary.org/obo/MONDO_0007768,hyperparathyroidism 2 with jaw tumors
42,http://purl.obolibrary.org/obo/MONDO_0008145,Ollier disease
28,http://purl.obolibrary.org/obo/MONDO_0008429,Singleton-Merten dysplasia
14,http://purl.obolibrary.org/obo/MONDO_0008523,Blau syndrome
14,http://purl.obolibrary.org/obo/MONDO_0700256,TREX1-related type 1 interferonopathy
28,http://purl.obolibrary.org/obo/MONDO_0016824,infantile myofibromatosis
28,http://purl.obolibrary.org/obo/MONDO_0009397,neonatal severe primary hyperparathyroidism
14,http://purl.obolibrary.org/obo/MONDO_0009891,acquired polycythemia vera
28,http://purl.obolibrary.org/obo/MONDO_0009925,autosomal recessive inherited pseudoxanthoma elasticum
14,http://purl.obolibrary.org/obo/MONDO_0010523,X-linked reticulate pigmentary disorder
42,http://purl.obolibrary.org/obo/MONDO_0015627,multiple epiphyseal dysplasia due to collagen 9 anomaly
14,http://purl.obolibrary.org/obo/MONDO_0011939,Spondyloenchondrodysplasia with immune dysregulation
42,http://purl.obolibrary.org/obo/MONDO_0018827,familial chilblain lupus
14,http://purl.obolibrary.org/obo/MONDO_0012892,"bone fragility with contractures, arterial rupture, and deafness"
28,http://purl.obolibrary.org/obo/MONDO_0013808,Maffucci syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014306,deficiency of adenosine deaminase 2
14,http://purl.obolibrary.org/obo/MONDO_0014831,progeroid and marfanoid aspect-lipodystrophy syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014837,thrombocytopenia 6
14,http://purl.obolibrary.org/obo/MONDO_0016071,juvenile hyaline fibromatosis
14,http://purl.obolibrary.org/obo/MONDO_0018828,pseudo-TORCH syndrome 2
14,http://purl.obolibrary.org/obo/MONDO_0044622,EMILIN-1-related connective tissue disease
336,http://purl.obolibrary.org/obo/MONDO_0002220,tooth hard tissue disease
168,http://purl.obolibrary.org/obo/MONDO_0005486,tooth agenesis
14,http://purl.obolibrary.org/obo/MONDO_0021192,odontogenic neoplasm
28,http://purl.obolibrary.org/obo/MONDO_0018849,dentinogenesis imperfecta
28,http://purl.obolibrary.org/obo/MONDO_0002021,gingival disorder
42,http://purl.obolibrary.org/obo/MONDO_0021249,lip neoplasm
168,http://purl.obolibrary.org/obo/MONDO_0007254,breast cancer
1820,http://purl.obolibrary.org/obo/MONDO_0005365,hearing loss disorder
14,http://purl.obolibrary.org/obo/MONDO_0009479,Johanson-Blizzard syndrome
14,http://purl.obolibrary.org/obo/MONDO_0021944,auditory neuropathy
1792,http://purl.obolibrary.org/obo/MONDO_0019497,nonsyndromic genetic hearing loss
70,http://purl.obolibrary.org/obo/MONDO_0020768,X-linked deafness
140,http://purl.obolibrary.org/obo/MONDO_0001703,color vision disorder
42,http://purl.obolibrary.org/obo/MONDO_0001941,blindness (disorder)
70,http://purl.obolibrary.org/obo/MONDO_0001834,visual pathway disorder
84,http://purl.obolibrary.org/obo/MONDO_0015083,nuclear oculomotor paralysis
70,http://purl.obolibrary.org/obo/MONDO_0020257,supranuclear oculomotor palsy
252,http://purl.obolibrary.org/obo/MONDO_0003608,optic atrophy
84,http://purl.obolibrary.org/obo/MONDO_0007614,congenital fibrosis of extraocular muscles
14,http://purl.obolibrary.org/obo/MONDO_0008116,oculopharyngeal muscular dystrophy
28,http://purl.obolibrary.org/obo/MONDO_0040653,autosomal recessive ocular albinism
14,http://purl.obolibrary.org/obo/MONDO_0010390,ocular albinism with late-onset sensorineural deafness
28,http://purl.obolibrary.org/obo/MONDO_0021019,X-linked recessive ocular albinism
224,http://purl.obolibrary.org/obo/MONDO_0019722,glomerular disorder
3108,http://purl.obolibrary.org/obo/MONDO_0100191,inherited kidney disorder
392,http://purl.obolibrary.org/obo/MONDO_0006510,renal tubular transport disease
1498,http://purl.obolibrary.org/obo/MONDO_0021568,renal tubule disorder
28,http://purl.obolibrary.org/obo/MONDO_0001343,impaired renal function disease
14,http://purl.obolibrary.org/obo/MONDO_0001567,nephrocalcinosis
560,http://purl.obolibrary.org/obo/MONDO_0002331,nephrosis
644,http://purl.obolibrary.org/obo/MONDO_0021163,kidney neoplasm
252,http://purl.obolibrary.org/obo/MONDO_0002473,cystic kidney disease
14,http://purl.obolibrary.org/obo/MONDO_0003634,proteinuria
42,http://purl.obolibrary.org/obo/MONDO_0004782,diabetes insipidus
28,http://purl.obolibrary.org/obo/MONDO_0018559,fetal lower urinary tract obstruction
28,http://purl.obolibrary.org/obo/MONDO_0010641,X-linked diffuse leiomyomatosis-Alport syndrome
28,http://purl.obolibrary.org/obo/MONDO_0017919,exstrophy-epispadias complex
56,http://purl.obolibrary.org/obo/MONDO_0017609,renal tubular dysgenesis
84,http://purl.obolibrary.org/obo/MONDO_0015827,distal renal tubular acidosis
14,http://purl.obolibrary.org/obo/MONDO_0034110,atypical Fanconi syndrome-neonatal hyperinsulinism syndrome
42,http://purl.obolibrary.org/obo/MONDO_0006007,vesicoureteral reflux
658,http://purl.obolibrary.org/obo/MONDO_0006295,malignant urinary system neoplasm
392,http://purl.obolibrary.org/obo/MONDO_0013099,"combined pituitary hormone deficiencies, genetic form"
98,http://purl.obolibrary.org/obo/MONDO_0000087,polymicrogyria
196,http://purl.obolibrary.org/obo/MONDO_0005181,progressive external ophthalmoplegia
28,http://purl.obolibrary.org/obo/MONDO_0000209,prenatal-onset spinal muscular atrophy with congenital bone fractures
938,http://purl.obolibrary.org/obo/MONDO_0019950,congenital muscular dystrophy
42,http://purl.obolibrary.org/obo/MONDO_0000819,anencephaly
56,http://purl.obolibrary.org/obo/MONDO_0000820,cerebral cavernous malformation
56,http://purl.obolibrary.org/obo/MONDO_0100150,RYR1-related myopathy
14,http://purl.obolibrary.org/obo/MONDO_0100196,TPM2-related myopathy
14,http://purl.obolibrary.org/obo/MONDO_0007363,congenital contractural arachnodactyly
14,http://purl.obolibrary.org/obo/MONDO_0007688,Myhre syndrome
14,http://purl.obolibrary.org/obo/MONDO_0007846,KBG syndrome
28,http://purl.obolibrary.org/obo/MONDO_0007988,autosomal dominant primary microcephaly
14,http://purl.obolibrary.org/obo/MONDO_0008050,MYH7-related skeletal myopathy
84,http://purl.obolibrary.org/obo/MONDO_0015735,severe congenital nemaline myopathy
70,http://purl.obolibrary.org/obo/MONDO_0015736,intermediate nemaline myopathy
98,http://purl.obolibrary.org/obo/MONDO_0015737,typical nemaline myopathy
112,http://purl.obolibrary.org/obo/MONDO_0015738,childhood-onset nemaline myopathy
84,http://purl.obolibrary.org/obo/MONDO_0100084,alpha-actinopathy
308,http://purl.obolibrary.org/obo/MONDO_0018998,Leber congenital amaurosis
14,http://purl.obolibrary.org/obo/MONDO_0008409,"congenital myopathy 7A, myosin storage, autosomal dominant"
14,http://purl.obolibrary.org/obo/MONDO_0010264,X-linked adrenal hypoplasia congenita
14,http://purl.obolibrary.org/obo/MONDO_0008999,Cohen syndrome
14,http://purl.obolibrary.org/obo/MONDO_0009069,"congenital lactic acidosis, Saguenay-Lac-Saint-Jean type"
56,http://purl.obolibrary.org/obo/MONDO_0019078,Ritscher-Schinzel syndrome
28,http://purl.obolibrary.org/obo/MONDO_0009341,Mowat-Wilson syndrome
14,http://purl.obolibrary.org/obo/MONDO_0700068,myopathy caused by variation in POMGNT1
14,http://purl.obolibrary.org/obo/MONDO_0009722,Bailey-Bloch congenital myopathy
140,http://purl.obolibrary.org/obo/MONDO_0020247,congenital vitreoretinal dysplasia
56,http://purl.obolibrary.org/obo/MONDO_0010011,schizencephaly
14,http://purl.obolibrary.org/obo/MONDO_0010277,syndromic X-linked intellectual disability Shashi type
14,http://purl.obolibrary.org/obo/MONDO_0010283,syndromic X-linked intellectual disability Lubs type
14,http://purl.obolibrary.org/obo/MONDO_0010286,syndromic X-linked intellectual disability Siderius type
14,http://purl.obolibrary.org/obo/MONDO_0010306,"X-linked intellectual disability, Cabezas type"
14,http://purl.obolibrary.org/obo/MONDO_0010355,syndromic X-linked intellectual disability Claes-Jensen type
14,http://purl.obolibrary.org/obo/MONDO_0010448,moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome
14,http://purl.obolibrary.org/obo/MONDO_0010472,"developmental and epileptic encephalopathy, 36"
14,http://purl.obolibrary.org/obo/MONDO_0010477,"blepharophimosis - intellectual disability syndrome, MKB type"
14,http://purl.obolibrary.org/obo/MONDO_0010496,X-linked intellectual disability-short stature-overweight syndrome
14,http://purl.obolibrary.org/obo/MONDO_0010500,"intellectual disability, X-linked, syndromic 33"
14,http://purl.obolibrary.org/obo/MONDO_0010501,syndromic X-linked intellectual disability 34
14,http://purl.obolibrary.org/obo/MONDO_0010532,infantile-onset X-linked spinal muscular atrophy
28,http://purl.obolibrary.org/obo/MONDO_0010574,syndromic X-linked intellectual disability 5
14,http://purl.obolibrary.org/obo/MONDO_0010610,holoprosencephaly-hypokinesia-congenital contractures syndrome
42,http://purl.obolibrary.org/obo/MONDO_0010655,X-linked intellectual disability with marfanoid habitus
14,http://purl.obolibrary.org/obo/MONDO_0010758,Wieacker-Wolff syndrome
14,http://purl.obolibrary.org/obo/MONDO_0011053,intellectual disability-sparse hair-brachydactyly syndrome
14,http://purl.obolibrary.org/obo/MONDO_0011076,myofibrillar myopathy 1
14,http://purl.obolibrary.org/obo/MONDO_0011402,congenital cataracts-facial dysmorphism-neuropathy syndrome
14,http://purl.obolibrary.org/obo/MONDO_0011510,Bohring-Opitz syndrome
14,http://purl.obolibrary.org/obo/MONDO_0033352,"neuropathy, congenital hypomelinating"
14,http://purl.obolibrary.org/obo/MONDO_0011772,B4GALT1-congenital disorder of glycosylation
14,http://purl.obolibrary.org/obo/MONDO_0011823,developmental malformations-deafness-dystonia syndrome
70,http://purl.obolibrary.org/obo/MONDO_0011835,"sensory ataxic neuropathy, dysarthria, and ophthalmoparesis"
14,http://purl.obolibrary.org/obo/MONDO_0012099,AICA-ribosiduria
28,http://purl.obolibrary.org/obo/MONDO_0012215,myofibrillar myopathy 3
42,http://purl.obolibrary.org/obo/MONDO_0100108,TPM3-related myopathy
14,http://purl.obolibrary.org/obo/MONDO_0012277,myofibrillar myopathy 4
14,http://purl.obolibrary.org/obo/MONDO_0012289,myofibrillar myopathy 5
28,http://purl.obolibrary.org/obo/MONDO_0012721,progressive myoclonic epilepsy type 3
14,http://purl.obolibrary.org/obo/MONDO_0012774,chromosome 15q13.3 microdeletion syndrome
28,http://purl.obolibrary.org/obo/MONDO_0013578,DYRK1A-related intellectual disability syndrome
14,http://purl.obolibrary.org/obo/MONDO_0013690,Pitt-Hopkins-like syndrome 2
56,http://purl.obolibrary.org/obo/MONDO_0016558,familial congenital mirror movements
14,http://purl.obolibrary.org/obo/MONDO_0014006,Schuurs-Hoeijmakers syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014034,severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014035,severe intellectual disability-progressive spastic diplegia syndrome
42,http://purl.obolibrary.org/obo/MONDO_0014176,"hypotonia, infantile, with psychomotor retardation and characteristic facies"
14,http://purl.obolibrary.org/obo/MONDO_0014213,CTCF-related neurodevelopmental disorder
14,http://purl.obolibrary.org/obo/MONDO_0014361,autism spectrum disorder due to AUTS2 deficiency
14,http://purl.obolibrary.org/obo/MONDO_0014371,"developmental and epileptic encephalopathy, 23"
14,http://purl.obolibrary.org/obo/MONDO_0014379,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder
112,http://purl.obolibrary.org/obo/MONDO_0016155,qualitative or quantitative defects of protein involved in O-glycosylation of alpha-dystroglycan
14,http://purl.obolibrary.org/obo/MONDO_0014529,cerebellar-facial-dental syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014601,autosomal recessive spinocerebellar ataxia 20
14,http://purl.obolibrary.org/obo/MONDO_0014606,intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014632,hypomyelinating leukodystrophy 10
14,http://purl.obolibrary.org/obo/MONDO_0014647,"developmental and epileptic encephalopathy, 50"
14,http://purl.obolibrary.org/obo/MONDO_0014662,congenital insensitivity to pain-hypohidrosis syndrome
28,http://purl.obolibrary.org/obo/MONDO_0018681,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014716,macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014746,SLC39A8-CDG
14,http://purl.obolibrary.org/obo/MONDO_0014773,cardiac anomalies - developmental delay - facial dysmorphism syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014787,severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014848,TELO2-related intellectual disability-neurodevelopmental disorder
14,http://purl.obolibrary.org/obo/MONDO_0014892,micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014900,autosomal recessive limb-girdle muscular dystrophy type 2Y
14,http://purl.obolibrary.org/obo/MONDO_0014922,myofibrillar myopathy 7
14,http://purl.obolibrary.org/obo/MONDO_0014944,short stature-brachydactyly-obesity-global developmental delay syndrome
14,http://purl.obolibrary.org/obo/MONDO_0014977,autosomal recessive limb-girdle muscular dystrophy type 2R1
70,http://purl.obolibrary.org/obo/MONDO_0015519,congenital or early infantile CACH syndrome
42,http://purl.obolibrary.org/obo/MONDO_0018354,Prader-Willi-like syndrome
14,http://purl.obolibrary.org/obo/MONDO_0018682,congenital insensitivity to pain with severe intellectual disability
14,http://purl.obolibrary.org/obo/MONDO_0018724,X-linked intellectual disability-cerebellar hypoplasia-spondylo-epiphyseal dysplasia syndrome
14,http://purl.obolibrary.org/obo/MONDO_0030912,"intellectual disability, autosomal dominant 47"
14,http://purl.obolibrary.org/obo/MONDO_0030913,"intellectual disability, autosomal dominant 48"
14,http://purl.obolibrary.org/obo/MONDO_0034106,"developmental and epileptic encephalopathy, 73"
14,http://purl.obolibrary.org/obo/MONDO_0035133,PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome
28,http://purl.obolibrary.org/obo/MONDO_0035402,isolated exencephaly
14,http://purl.obolibrary.org/obo/MONDO_0044318,intellectual developmental disorder with gastrointestinal difficulties and high pain threshold
14,http://purl.obolibrary.org/obo/MONDO_0044319,"intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies"
14,http://purl.obolibrary.org/obo/MONDO_0044646,early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome
28,http://purl.obolibrary.org/obo/MONDO_0044699,SIN3A-related intellectual disability syndrome
14,http://purl.obolibrary.org/obo/MONDO_0044701,childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder
14,http://purl.obolibrary.org/obo/MONDO_0060502,"neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies"
14,http://purl.obolibrary.org/obo/MONDO_0100040,FOXG1 disorder
154,http://purl.obolibrary.org/obo/MONDO_0100175,TTN-related myopathy
14,http://purl.obolibrary.org/obo/MONDO_0976133,"myopathy, myofibrillar, 13, with rimmed vacuoles"
14,http://purl.obolibrary.org/obo/MONDO_0979371,congenital neuronal ceroid lipofuscinosis 10
266,http://purl.obolibrary.org/obo/MONDO_0017704,familial partial epilepsy
28,http://purl.obolibrary.org/obo/MONDO_0000137,"leukoencephalopathy, megalencephalic"
112,http://purl.obolibrary.org/obo/MONDO_0000160,"epilepsy, familial adult myoclonic"
7714,http://purl.obolibrary.org/obo/MONDO_0024237,inherited neurodegenerative disorder
5138,http://purl.obolibrary.org/obo/MONDO_0100500,Mendelian neurodevelopmental disorder
42,http://purl.obolibrary.org/obo/MONDO_0000188,GLUT1 deficiency syndrome
98,http://purl.obolibrary.org/obo/MONDO_0000448,paraganglioma
154,http://purl.obolibrary.org/obo/MONDO_0000995,familial periodic paralysis
14,http://purl.obolibrary.org/obo/MONDO_0008375,retinal detachment
3080,http://purl.obolibrary.org/obo/MONDO_0019118,inherited retinal dystrophy
42,http://purl.obolibrary.org/obo/MONDO_0001734,tuberous sclerosis
28,http://purl.obolibrary.org/obo/MONDO_0008667,von Hippel-Lindau disease
322,http://purl.obolibrary.org/obo/MONDO_0005180,Parkinson disease
378,http://purl.obolibrary.org/obo/MONDO_0100576,hereditary generalized epilepsy
126,http://purl.obolibrary.org/obo/MONDO_0005620,cerebral amyloid angiopathy
434,http://purl.obolibrary.org/obo/MONDO_0020246,inherited vitreoretinopathy
140,http://purl.obolibrary.org/obo/MONDO_0021061,neurofibromatosis
70,http://purl.obolibrary.org/obo/MONDO_0016483,intracranial berry aneurysm
1974,http://purl.obolibrary.org/obo/MONDO_0100309,hereditary ataxia
42,http://purl.obolibrary.org/obo/MONDO_0007187,nevoid basal cell carcinoma syndrome
112,http://purl.obolibrary.org/obo/MONDO_0008947,bilateral striopallidodentate calcinosis
14,http://purl.obolibrary.org/obo/MONDO_0007316,Chiari malformation type I
70,http://purl.obolibrary.org/obo/MONDO_0007354,coloboma of optic nerve
42,http://purl.obolibrary.org/obo/MONDO_0008779,arthrogryposis
28,http://purl.obolibrary.org/obo/MONDO_0016027,benign neonatal seizures
28,http://purl.obolibrary.org/obo/MONDO_0700002,ATP1A3-associated neurological disorder
14,http://purl.obolibrary.org/obo/MONDO_0007537,lateral meningocele syndrome
14,http://purl.obolibrary.org/obo/MONDO_0007656,Gerstmann-Straussler-Scheinker syndrome
84,http://purl.obolibrary.org/obo/MONDO_0021022,hereditary hyperekplexia
616,http://purl.obolibrary.org/obo/MONDO_0044807,inherited dystonia
14,http://purl.obolibrary.org/obo/MONDO_0007967,melanoma and neural system tumor syndrome
7994,http://purl.obolibrary.org/obo/MONDO_0100546,hereditary neuromuscular disease
28,http://purl.obolibrary.org/obo/MONDO_0016195,neuromuscular disease caused by qualitative or quantitative defects of beta-myosin heavy chain (MYH7)
42,http://purl.obolibrary.org/obo/MONDO_0008097,linear nevus sebaceous syndrome
42,http://purl.obolibrary.org/obo/MONDO_0016293,congenital stationary night blindness
42,http://purl.obolibrary.org/obo/MONDO_0008179,paroxysmal extreme pain disorder
28,http://purl.obolibrary.org/obo/MONDO_0018953,parietal foramina
70,http://purl.obolibrary.org/obo/MONDO_0020496,familial porencephaly
70,http://purl.obolibrary.org/obo/MONDO_0016187,qualitative or quantitative defects of desmin
14,http://purl.obolibrary.org/obo/MONDO_0100523,SPAST-related motor disorder
14,http://purl.obolibrary.org/obo/MONDO_0008610,blue color blindness
14,http://purl.obolibrary.org/obo/MONDO_0008858,Behr syndrome
336,http://purl.obolibrary.org/obo/MONDO_0020143,cerebral lipidosis with dementia
14,http://purl.obolibrary.org/obo/MONDO_0008962,Griscelli syndrome type 1
28,http://purl.obolibrary.org/obo/MONDO_0021272,inherited orthostatic hypotension
14,http://purl.obolibrary.org/obo/MONDO_0009131,Riley-Day syndrome
42,http://purl.obolibrary.org/obo/MONDO_0016151,neuromuscular disease caused by qualitative or quantitative defects of perlecan
266,http://purl.obolibrary.org/obo/MONDO_0020135,pontocerebellar hypoplasia
28,http://purl.obolibrary.org/obo/MONDO_0016198,neuromuscular disease caused by qualitative or quantitative defects of plectin
14,http://purl.obolibrary.org/obo/MONDO_0009281,glutaryl-CoA dehydrogenase deficiency
56,http://purl.obolibrary.org/obo/MONDO_0016001,2-hydroxyglutaric aciduria
70,http://purl.obolibrary.org/obo/MONDO_0016820,Moyamoya disease
42,http://purl.obolibrary.org/obo/MONDO_0016145,neuromuscular disease caused by qualitative or quantitative defects of dysferlin
14,http://purl.obolibrary.org/obo/MONDO_0016143,qualitative or quantitative defects of gamma-sarcoglycan
14,http://purl.obolibrary.org/obo/MONDO_0016153,neuromuscular disease caused by qualitative or quantitative defects of TRIM32
336,http://purl.obolibrary.org/obo/MONDO_0020074,progressive myoclonus epilepsy
84,http://purl.obolibrary.org/obo/MONDO_0018948,multiminicore myopathy
14,http://purl.obolibrary.org/obo/MONDO_0009714,myosclerosis
14,http://purl.obolibrary.org/obo/MONDO_0009837,choroid plexus papilloma
28,http://purl.obolibrary.org/obo/MONDO_0009945,pyridoxine-dependent epilepsy
42,http://purl.obolibrary.org/obo/MONDO_0017686,inborn aminoacylase deficiency
140,http://purl.obolibrary.org/obo/MONDO_0010176,orofaciodigital syndrome type 6
42,http://purl.obolibrary.org/obo/MONDO_0010327,HSD10 mitochondrial disease
14,http://purl.obolibrary.org/obo/MONDO_0859390,"epilepsy, X-linked, with or without impaired intellectual development and dysmorphic features"
14,http://purl.obolibrary.org/obo/MONDO_0010397,severe neonatal-onset encephalopathy with microcephaly
14,http://purl.obolibrary.org/obo/MONDO_0010977,Brody myopathy
14,http://purl.obolibrary.org/obo/MONDO_0016144,qualitative or quantitative defects of delta-sarcoglycan
14,http://purl.obolibrary.org/obo/MONDO_0016192,neuromuscular disease caused by qualitative or quantitative defects of telethonin
14,http://purl.obolibrary.org/obo/MONDO_0011184,childhood apraxia of speech
14,http://purl.obolibrary.org/obo/MONDO_0011240,megalencephaly-capillary malformation-polymicrogyria syndrome
56,http://purl.obolibrary.org/obo/MONDO_0031037,famililal cerebral cavernous malformations
42,http://purl.obolibrary.org/obo/MONDO_0019375,megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome
28,http://purl.obolibrary.org/obo/MONDO_0100629,KIF5A-related neurological disorder
14,http://purl.obolibrary.org/obo/MONDO_0016142,qualitative or quantitative defects of beta-sarcoglycan
42,http://purl.obolibrary.org/obo/MONDO_0011506,familial infantile myoclonic epilepsy
28,http://purl.obolibrary.org/obo/MONDO_0011551,TH-deficient dopa-responsive dystonia
98,http://purl.obolibrary.org/obo/MONDO_0017615,benign familial infantile epilepsy
154,http://purl.obolibrary.org/obo/MONDO_0011612,glycine encephalopathy
14,http://purl.obolibrary.org/obo/MONDO_0011738,bilateral frontoparietal polymicrogyria
28,http://purl.obolibrary.org/obo/MONDO_0011841,biotin-responsive basal ganglia disease
14,http://purl.obolibrary.org/obo/MONDO_0016141,qualitative or quantitative defects of alpha-sarcoglycan
14,http://purl.obolibrary.org/obo/MONDO_0011970,rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome
28,http://purl.obolibrary.org/obo/MONDO_0012033,bradyopsia
14,http://purl.obolibrary.org/obo/MONDO_0012192,permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome
14,http://purl.obolibrary.org/obo/MONDO_0012407,pyridoxal phosphate-responsive seizures
14,http://purl.obolibrary.org/obo/MONDO_0012611,"polyhydramnios, megalencephaly, and symptomatic epilepsy"
14,http://purl.obolibrary.org/obo/MONDO_0012986,bilateral parasagittal parieto-occipital polymicrogyria
56,http://purl.obolibrary.org/obo/MONDO_0016215,spastic quadriplegic cerebral palsy
14,http://purl.obolibrary.org/obo/MONDO_0013208,cirrhosis - dystonia - polycythemia - hypermanganesemia syndrome
14,http://purl.obolibrary.org/obo/MONDO_0023224,inherited reflex epilepsy
14,http://purl.obolibrary.org/obo/MONDO_0013351,infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly
14,http://purl.obolibrary.org/obo/MONDO_0013583,occipital pachygyria and polymicrogyria
14,http://purl.obolibrary.org/obo/MONDO_0013640,familial retinal arterial macroaneurysm
28,http://purl.obolibrary.org/obo/MONDO_0054865,encephalopathy due to mitochondrial and peroxisomal fission defect
742,http://purl.obolibrary.org/obo/MONDO_0018614,undetermined early-onset epileptic encephalopathy
14,http://purl.obolibrary.org/obo/MONDO_0100548,SERAC1-related neurological disorder
14,http://purl.obolibrary.org/obo/MONDO_0013981,"myoclonus, familial"
