Graph,Annotation properties metric,Basic provenance metric,Classes per instances metric,Compatible datatype metric,Deprecated terms metric,Dereferenceable uris metric,Descriptions per instance metric,Entities with no type metric,Evidence metric,Extensional conciseness metric,Human readable license metric,Instances with multiple types metric,Instances with no description metric,Instances with no name metric,Instances with no synonyms metric,Machine license metric,Misplaced class property metric,Misused properties metric,Multiple languages metric,Names per instance,Relation per node,Reuse terms metric,Serialization formats metric,Synonyms per instance metric,Traceability of the data metric,Usage of undefined terms metric,Used vocabularies metric,Valid format metric
crm2phengraph_a20language,1.9990497307570478,0.0,1.0,1.0,0.0,0.9782314459733814,0.9990497307570478,0.40275229357798165,0.05701615457713019,0.0,False,0.0,0.0009502692429521698,0.0,1.0,False,0.0,0.0,0.19876464998416218,1.0,5.104477611940299,0.9990237552879921,set(),0.0,0.0,0.00028083971073509796,0.0,True
crm2phengraph_a20wrongDT,1.9990497307570478,0.0,1.0,0.7980510220250356,0.0,0.9861267764493571,0.9990497307570478,0.40275229357798165,0.05701615457713019,0.0,False,0.0,0.0009502692429521698,0.0,1.0,False,0.0,0.0,0.0,1.0,5.104477611940299,0.9990237552879921,set(),0.0,0.0,0.00028083971073509796,0.0,True
crm2phengraph_a50language,1.9990497307570478,0.0,1.0,1.0,0.0,0.9782314459733814,0.9990497307570478,0.40275229357798165,0.05701615457713019,0.0,False,0.0,0.0009502692429521698,0.0,1.0,False,0.0,0.0,0.5004751346214761,1.0,5.104477611940299,0.9990237552879921,set(),0.0,0.0,0.00028083971073509796,0.0,True
crm2phengraph_a50wrongDT,1.9990497307570478,0.0,1.0,0.5035652036127397,0.0,0.9782314459733814,0.9990497307570478,0.40275229357798165,0.05701615457713019,0.0,False,0.0,0.0009502692429521698,0.0,1.0,False,0.0,0.0,0.0,1.0,5.104477611940299,0.9990237552879921,set(),0.0,0.0,0.00028083971073509796,0.0,True
crm2phengraph_a90language,1.9990497307570478,0.0,1.0,1.0,0.0,0.9782314459733814,0.9990497307570478,0.40275229357798165,0.05701615457713019,0.0,False,0.0,0.0009502692429521698,0.0,1.0,False,0.0,0.0,0.9062401013620526,1.0,5.104477611940299,0.9990237552879921,set(),0.0,0.0,0.00028083971073509796,0.0,True
crm2phengraph_a90wrongDT,1.9990497307570478,0.0,1.0,0.10093487561400728,0.0,0.9780058651026393,0.9990497307570478,0.40275229357798165,0.05701615457713019,0.0,False,0.0,0.0009502692429521698,0.0,1.0,False,0.0,0.0,0.0,1.0,5.104477611940299,0.9990237552879921,set(),0.0,0.0,0.00028083971073509796,0.0,True
crm2phengraph_d20descriptions,1.7993348115299335,0.0,1.0,1.0,0.0,0.9780058651026393,0.7993348115299335,0.40275229357798165,0.05701615457713019,0.0,False,0.0,0.2006651884700665,0.0,1.0,False,0.0,0.0,0.0,1.0,4.95628158420496,0.9990237552879921,set(),0.0,0.0,0.00028937976270859456,0.0,True
crm2phengraph_d20labels,1.7991764333227749,0.0,1.0,1.0,0.0,0.9782314459733814,0.9990497307570478,0.40275229357798165,0.05701615457713019,0.0,False,0.0,0.0009502692429521698,0.19987329743427304,1.0,False,0.0,0.0,0.0,0.8001267025657269,4.9561640615818545,0.9990237552879921,set(),0.0,0.0,0.00028938674126413773,0.0,True
crm2phengraph_d50descriptions,1.4995248653785238,0.0,1.0,1.0,0.0,0.9781186555380104,0.4995248653785239,0.40275229357798165,0.05701615457713019,0.0,False,0.0,0.5004751346214761,0.0,1.0,False,0.0,0.0,0.0,1.0,4.733811258667293,0.9990237552879921,set(),0.0,0.0,0.00030322173089071384,0.0,True
crm2phengraph_d50labels,1.4990497307570478,0.0,1.0,1.0,0.0,0.9782314459733814,0.9990497307570478,0.40275229357798165,0.05701615457713019,0.0,False,0.0,0.0009502692429521698,0.5,1.0,False,0.0,0.0,0.0,0.5,4.7334586907979785,0.9990237552879921,set(),0.0,0.0,0.0003032447184878197,0.0,True
crm2phengraph_d90descriptions,1.0999366487171365,0.0,1.0,1.0,0.0,0.9782314459733814,0.09993664871713652,0.40275229357798165,0.05701615457713019,0.0,False,0.0,0.9000633512828635,0.0,1.0,False,0.0,0.0,0.0,1.0,4.43730168057351,0.9990237552879921,set(),0.0,0.0,0.0003238691568606283,0.0,True
crm2phengraph_d90labels,1.0991447576813431,0.0,1.0,1.0,0.0,0.9782314459733814,0.9990497307570478,0.40275229357798165,0.05701615457713019,0.0,False,0.0,0.0009502692429521698,0.8999049730757048,1.0,False,0.0,0.0,0.0,0.10009502692429521,4.436714067457985,0.9990237552879921,set(),0.0,0.0,0.00032391286743865903,0.0,True
