Metric,Result
Annotation properties metric,1.4314002828854313
Basic provenance metric,0.0
Classes per instances metric,1.0
Compatible datatype metric,1.0
Deprecated terms metric,0.0
Dereferenceable uris metric,0.9614285714285714
Descriptions per instance metric,0.33804809052333806
Serialization formats metric,set()
Entities with no type metric,0.15807560137457044
Evidence codes metric,0.0
Evidence metric,0.0
Extensional conciseness metric,0.0
Human readable license metric,False
Instances with multiple types metric,0.0
Instances with no description metric,0.6619519094766619
Instances with no name metric,0.0
Instances with no synonyms metric,0.9165487977369166
Machine license metric,False
Misplaced class property metric,0.003796728971962617
Misused properties metric,0.0
Multiple languages metric,0.0
Names per instance,1.0
Relation per node,4.010012515644556
Reuse terms metric,0.9745762711864406
Synonyms per instance metric,0.09335219236209336
Traceability of the data metric,0.0
Usage of undefined terms metric,0.001271051795360661
Used vocabularies metric,0.0
Valid format metric,True
