Metric,Result
Annotation properties metric,1.4088386841062228
Basic provenance metric,0.0
Classes per instances metric,1.0
Compatible datatype metric,1.0
Deprecated terms metric,0.0
Dereferenceable uris metric,0.834758674923818
Descriptions per instance metric,0.32996432818073723
Serialization formats metric,set()
Entities with no type metric,0.32135688478522684
Evidence codes metric,0.0
Evidence metric,0.0
Extensional conciseness metric,0.0
Human readable license metric,False
Instances with multiple types metric,0.0
Instances with no description metric,0.6700356718192628
Instances with no name metric,0.0
Instances with no synonyms metric,0.9312326595323028
Machine license metric,False
Misplaced class property metric,0.0004306632213608958
Misused properties metric,0.0
Multiple languages metric,0.0
Names per instance,1.0
Relation per node,4.260568677598917
Reuse terms metric,0.996437054631829
Synonyms per instance metric,0.07887435592548553
Traceability of the data metric,0.0
Usage of undefined terms metric,0.00014039521252325296
Used vocabularies metric,0.0
Valid format metric,True
