Metric,Result
Annotation properties metric,2.6914200486694404
Basic provenance metric,0.0
Classes per instances metric,1.0001569981945209
Compatible datatype metric,0.0
Deprecated terms metric,0.0
Dereferenceable uris metric,0.999823744177263
Descriptions per instance metric,0.49948975586780753
Serialization formats metric,set()
Entities with no type metric,0.0
Evidence codes metric,0.0
Evidence metric,0.4994113491876619
Extensional conciseness metric,0.0
Human readable license metric,False
Instances with multiple types metric,0.000156998194520763
Instances with no description metric,0.5005102441321925
Instances with no name metric,0.0
Instances with no synonyms metric,0.0003924954863019075
Machine license metric,False
Misplaced class property metric,3.0563654924110446e-05
Misused properties metric,0.0
Multiple languages metric,0.0
Names per instance,1.0001569981945209
Relation per node,5.996075045136981
Reuse terms metric,0.0005495368189668708
Synonyms per instance metric,1.191773294607112
Traceability of the data metric,0.0
Usage of undefined terms metric,3.314397078027536e-05
Used vocabularies metric,0.0
Valid format metric,True
