Metric,Result
Annotation properties metric,2.9590159798149704
Basic provenance metric,0.0
Classes per instances metric,1.0000252312867957
Compatible datatype metric,0.0
Deprecated terms metric,0.0
Dereferenceable uris metric,0.9993539526136206
Descriptions per instance metric,0.49841042893187554
Serialization formats metric,set()
Entities with no type metric,0.0
Evidence codes metric,0.0
Evidence metric,0.4983978537126902
Extensional conciseness metric,0.0
Human readable license metric,False
Instances with multiple types metric,2.5231286795626577e-05
Instances with no description metric,0.5015895710681245
Instances with no name metric,0.0
Instances with no synonyms metric,8.410428931875525e-05
Machine license metric,False
Misplaced class property metric,6.7434793926013245e-06
Misused properties metric,0.0
Multiple languages metric,0.0
Names per instance,1.0000252312867957
Relation per node,5.516080740117746
Reuse terms metric,0.00011809761611526328
Synonyms per instance metric,1.4605803195962994
Traceability of the data metric,0.0
Usage of undefined terms metric,7.3293793774718335e-06
Used vocabularies metric,0.0
Valid format metric,True
