Metric,Result
Annotation properties metric,3.5915008149609675
Basic provenance metric,0.0
Classes per instances metric,1.0013832890108947
Compatible datatype metric,0.0
Deprecated terms metric,0.0
Dereferenceable uris metric,0.9996144015512075
Descriptions per instance metric,0.49922793171484947
Serialization formats metric,set()
Entities with no type metric,0.0
Evidence codes metric,0.0
Evidence metric,0.4985383091502918
Extensional conciseness metric,0.0
Human readable license metric,False
Instances with multiple types metric,0.0013832890108947413
Instances with no description metric,0.5007720682851505
Instances with no name metric,0.0
Instances with no synonyms metric,0.00010723170627091018
Machine license metric,False
Misplaced class property metric,6.6638589607578675e-06
Misused properties metric,0.0
Multiple languages metric,0.0
Names per instance,1.0013832890108947
Relation per node,5.979315003860341
Reuse terms metric,0.00015031781480845215
Synonyms per instance metric,2.0908895942352235
Traceability of the data metric,0.0
Usage of undefined terms metric,7.1047957371225574e-06
Used vocabularies metric,0.0
Valid format metric,True
