Metric,Result
Annotation properties metric,3.148266001408582
Basic provenance metric,0.0
Classes per instances metric,1.000441242607065
Compatible datatype metric,0.0
Deprecated terms metric,0.0
Dereferenceable uris metric,0.9997876986534029
Descriptions per instance metric,0.46450966915289904
Serialization formats metric,set()
Entities with no type metric,0.0
Evidence codes metric,0.0
Evidence metric,0.4643047980933156
Extensional conciseness metric,0.0
Human readable license metric,False
Instances with multiple types metric,0.0003479028248012287
Instances with no description metric,0.535490330847101
Instances with no name metric,0
Instances with no synonyms metric,8.48543475124948e-05
Machine license metric,False
Misplaced class property metric,5.11955177300317e-06
Misused properties metric,0.0
Multiple languages metric,0.0
Names per instance,1.000441242607065
Relation per node,5.77982842450933
Reuse terms metric,0.00012784454103809768
Synonyms per instance metric,1.6833150896486182
Traceability of the data metric,0.0
Usage of undefined terms metric,5.42360526566988e-06
Used vocabularies metric,0.0
Valid format metric,True

