Metric,Result
Annotation properties metric,2.5272811918063316
Basic provenance metric,0.0
Classes per instances metric,1.0
Compatible datatype metric,0.0
Deprecated terms metric,0.0
Dereferenceable uris metric,0.9996956786366403
Descriptions per instance metric,0.4991620111731844
Serialization formats metric,set()
Entities with no type metric,0.0
Evidence codes metric,0.0
Evidence metric,0.4991620111731844
Extensional conciseness metric,0.0
Human readable license metric,False
Instances with multiple types metric,0.0
Instances with no description metric,0.5008379888268156
Instances with no name metric,0
Instances with no synonyms metric,0.000931098696461825
Machine license metric,False
Misplaced class property metric,7.263957694710385e-05
Misused properties metric,0.0
Multiple languages metric,0.0
Names per instance,1.0
Relation per node,5.958566108007449
Reuse terms metric,0.0013028103480364787
Synonyms per instance metric,1.0281191806331471
Traceability of the data metric,0.0
Usage of undefined terms metric,7.878730578929123e-05
Used vocabularies metric,0.0
Valid format metric,True
