Metric,Result
Annotation properties metric,3.138760103393099
Basic provenance metric,0.0
Classes per instances metric,1.000143601526279
Compatible datatype metric,0.0
Deprecated terms metric,0.0
Dereferenceable uris metric,0.9998637549145548
Descriptions per instance metric,0.4915069954457802
Serialization formats metric,set()
Entities with no type metric,0.0
Evidence codes metric,0.0
Evidence metric,0.49143642442516355
Extensional conciseness metric,0.0
Human readable license metric,False
Instances with multiple types metric,0.0001333442744020022
Instances with no description metric,0.5084930045542199
Instances with no name metric,0
Instances with no synonyms metric,0.00010257251877077094
Machine license metric,False
Misplaced class property metric,7.01213098660683e-06
Misused properties metric,0.0
Multiple languages metric,0.0
Names per instance,1.000143601526279
Relation per node,5.938189800188733
Reuse terms metric,0.00014604631754642187
Synonyms per instance metric,1.6471095064210397
Traceability of the data metric,0.0
Usage of undefined terms metric,7.517417857175075e-06
Used vocabularies metric,0.0
Valid format metric,True
