dis,dis_label,associations_count,phenotypes_count
http://purl.obolibrary.org/obo/MONDO_0001433,vaginal disorder,,28
http://purl.obolibrary.org/obo/MONDO_0001436,hemosiderosis,140,3480
http://purl.obolibrary.org/obo/MONDO_0001437,pulmonary alveolar proteinosis,126,3333
http://purl.obolibrary.org/obo/MONDO_0001438,postinflammatory pulmonary fibrosis,,14
http://purl.obolibrary.org/obo/MONDO_0001444,Chagas disease,,459
http://purl.obolibrary.org/obo/MONDO_0001461,tinea corporis,,14
http://purl.obolibrary.org/obo/MONDO_0001475,neutropenia,336,15842
http://purl.obolibrary.org/obo/MONDO_0001476,coloboma,574,2237
http://purl.obolibrary.org/obo/MONDO_0001485,atypical depressive disorder,,28
http://purl.obolibrary.org/obo/MONDO_0001487,intrahepatic bile duct cancer,,170
http://purl.obolibrary.org/obo/MONDO_0001491,cough variant asthma,,14
http://purl.obolibrary.org/obo/MONDO_0001493,chronic pulmonary heart disease,,304
http://purl.obolibrary.org/obo/MONDO_0001502,retroperitoneum carcinoma,84,537
http://purl.obolibrary.org/obo/MONDO_0001515,corneal degeneration,,16
http://purl.obolibrary.org/obo/MONDO_0001516,spinal muscular atrophy,672,20640
http://purl.obolibrary.org/obo/MONDO_0001517,dysentery,,824
http://purl.obolibrary.org/obo/MONDO_0001519,entropion,14,1369
http://purl.obolibrary.org/obo/MONDO_0001531,blood coagulation disease,1176,28612
http://purl.obolibrary.org/obo/MONDO_0001540,bagassosis,,14
http://purl.obolibrary.org/obo/MONDO_0001549,hemolytic-uremic syndrome,98,3371
http://purl.obolibrary.org/obo/MONDO_0001551,ulceration of vulva,,14
http://purl.obolibrary.org/obo/MONDO_0001560,hypertrophic pyloric stenosis,,302
http://purl.obolibrary.org/obo/MONDO_0001561,pyloric stenosis,,302
http://purl.obolibrary.org/obo/MONDO_0001566,hypercalcemia disease,70,1440
http://purl.obolibrary.org/obo/MONDO_0001567,nephrocalcinosis,14,1272
http://purl.obolibrary.org/obo/MONDO_0001571,gynecomastia disorder,,14
http://purl.obolibrary.org/obo/MONDO_0001572,leiomyoma,,17
http://purl.obolibrary.org/obo/MONDO_0001574,capillary disorder,,391
http://purl.obolibrary.org/obo/MONDO_0001576,telangiectasis,56,2603
http://purl.obolibrary.org/obo/MONDO_0001584,ocular motility disease,280,12559
http://purl.obolibrary.org/obo/MONDO_0001586,mucopolysaccharidosis type 1,42,4560
http://purl.obolibrary.org/obo/MONDO_0001593,rectal disorder,,1730
http://purl.obolibrary.org/obo/MONDO_0001595,choreatic disease,28,293
http://purl.obolibrary.org/obo/MONDO_0001609,agranulocytosis,336,15842
http://purl.obolibrary.org/obo/MONDO_0001617,transient global amnesia,,14
http://purl.obolibrary.org/obo/MONDO_0001620,louse-borne relapsing fever,,56
http://purl.obolibrary.org/obo/MONDO_0001621,tick-borne relapsing fever,,56
http://purl.obolibrary.org/obo/MONDO_0001627,dementia,1582,76041
http://purl.obolibrary.org/obo/MONDO_0001639,deficiency anemia,308,15874
http://purl.obolibrary.org/obo/MONDO_0001641,severe pre-eclampsia,56,493
http://purl.obolibrary.org/obo/MONDO_0001650,acute cystitis,,14
http://purl.obolibrary.org/obo/MONDO_0001657,brain cancer,378,1374
http://purl.obolibrary.org/obo/MONDO_0001666,retinal dystrophies primarily involving Bruch's membrane,,34
http://purl.obolibrary.org/obo/MONDO_0001673,diarrheal disease,154,4909
http://purl.obolibrary.org/obo/MONDO_0001676,erythropoietic protoporphyria,28,463
http://purl.obolibrary.org/obo/MONDO_0001678,intestinal tuberculosis,,14
http://purl.obolibrary.org/obo/MONDO_0001684,exocrine pancreatic insufficiency,14,327
http://purl.obolibrary.org/obo/MONDO_0001697,reading disorder,,30
http://purl.obolibrary.org/obo/MONDO_0001700,megaloblastic anemia,98,3745
http://purl.obolibrary.org/obo/MONDO_0001703,color vision disorder,140,1765
http://purl.obolibrary.org/obo/MONDO_0001705,pure red-cell aplasia,364,7411
http://purl.obolibrary.org/obo/MONDO_0001709,hypercalcemic sarcoidosis,,14
http://purl.obolibrary.org/obo/MONDO_0001712,alexia,,14
http://purl.obolibrary.org/obo/MONDO_0001713,inherited aplastic anemia,770,20517
http://purl.obolibrary.org/obo/MONDO_0001734,tuberous sclerosis,42,2493
http://purl.obolibrary.org/obo/MONDO_0001735,paranasal sinus disorder,42,
http://purl.obolibrary.org/obo/MONDO_0001741,hyperparathyroidism,126,4252
http://purl.obolibrary.org/obo/MONDO_0001744,angle-closure glaucoma,,433
http://purl.obolibrary.org/obo/MONDO_0001751,cholestasis,196,6939
http://purl.obolibrary.org/obo/MONDO_0001770,gastrin secretion abnormality,,578
http://purl.obolibrary.org/obo/MONDO_0001812,parasitic eyelid infestation,,617
http://purl.obolibrary.org/obo/MONDO_0001815,extrapyramidal and movement disease,616,23156
http://purl.obolibrary.org/obo/MONDO_0001819,multiple cranial nerve palsy,,119
http://purl.obolibrary.org/obo/MONDO_0001820,focal labyrinthitis,,14
http://purl.obolibrary.org/obo/MONDO_0001822,hypolipoproteinemia,56,3004
http://purl.obolibrary.org/obo/MONDO_0001823,sick sinus syndrome,56,789
http://purl.obolibrary.org/obo/MONDO_0001824,polyneuropathy,,1037
http://purl.obolibrary.org/obo/MONDO_0001834,visual pathway disorder,70,1222
http://purl.obolibrary.org/obo/MONDO_0001835,facial paralysis,,56
http://purl.obolibrary.org/obo/MONDO_0001854,lacrimal apparatus disorder,,3045
http://purl.obolibrary.org/obo/MONDO_0001857,Brucella canis brucellosis,,42
http://purl.obolibrary.org/obo/MONDO_0001868,primary angle-closure glaucoma,,93
http://purl.obolibrary.org/obo/MONDO_0001879,anus cancer,,849
http://purl.obolibrary.org/obo/MONDO_0001881,toxic shock syndrome,,1048
http://purl.obolibrary.org/obo/MONDO_0001889,ovarian dysfunction,560,22285
http://purl.obolibrary.org/obo/MONDO_0001898,optic choroid disorder,70,1452
http://purl.obolibrary.org/obo/MONDO_0001902,congenital agammaglobulinemia,28,918
http://purl.obolibrary.org/obo/MONDO_0001907,adult dermatomyositis,,14
http://purl.obolibrary.org/obo/MONDO_0001909,renal tubular acidosis,14,1379
http://purl.obolibrary.org/obo/MONDO_0001910,ochronosis disorder,,14
http://purl.obolibrary.org/obo/MONDO_0001926,ureteral disorder,42,403
http://purl.obolibrary.org/obo/MONDO_0001933,endocrine pancreas disorder,672,17670
http://purl.obolibrary.org/obo/MONDO_0001935,neurogenic arthropathy,,14
http://purl.obolibrary.org/obo/MONDO_0001941,blindness (disorder),42,1991
http://purl.obolibrary.org/obo/MONDO_0001942,generalized anxiety disorder,,14
http://purl.obolibrary.org/obo/MONDO_0001945,postencephalitic Parkinson disease,,697
http://purl.obolibrary.org/obo/MONDO_0001956,capillary leak syndrome,,391
http://purl.obolibrary.org/obo/MONDO_0001964,chronic tubotympanic suppurative otitis media,,14
http://purl.obolibrary.org/obo/MONDO_0001967,gonadal dysgenesis,392,14174
http://purl.obolibrary.org/obo/MONDO_0001972,Brucella melitensis brucellosis,,28
http://purl.obolibrary.org/obo/MONDO_0001973,Brucella abortus brucellosis,,28
http://purl.obolibrary.org/obo/MONDO_0001979,dumping syndrome,,14
http://purl.obolibrary.org/obo/MONDO_0001982,Niemann-Pick disease,168,4355
http://purl.obolibrary.org/obo/MONDO_0001999,idiopathic pulmonary arterial hypertension,,304
http://purl.obolibrary.org/obo/MONDO_0002008,labyrinthitis,,14
http://purl.obolibrary.org/obo/MONDO_0002009,major depressive disorder,,16
http://purl.obolibrary.org/obo/MONDO_0002010,FG syndrome,14,4927
http://purl.obolibrary.org/obo/MONDO_0002012,methylmalonic acidemia,182,10097
http://purl.obolibrary.org/obo/MONDO_0002013,lymphangioma,14,1550
http://purl.obolibrary.org/obo/MONDO_0002021,gingival disorder,28,160
http://purl.obolibrary.org/obo/MONDO_0002022,disorder of orbital region,9002,253420
http://purl.obolibrary.org/obo/MONDO_0002025,psychiatric disorder,1610,81955
http://purl.obolibrary.org/obo/MONDO_0002026,candidiasis,,14
http://purl.obolibrary.org/obo/MONDO_0002028,personality disorder,,14
http://purl.obolibrary.org/obo/MONDO_0002031,cecal disorder,,728
http://purl.obolibrary.org/obo/MONDO_0002032,colon carcinoma,,204
http://purl.obolibrary.org/obo/MONDO_0002033,cecum cancer,,204
http://purl.obolibrary.org/obo/MONDO_0002036,penile disorder,,48
http://purl.obolibrary.org/obo/MONDO_0002037,pleural disorder,14,165
http://purl.obolibrary.org/obo/MONDO_0002038,head and neck carcinoma,266,847
http://purl.obolibrary.org/obo/MONDO_0002039,cognitive disorder,1582,76700
http://purl.obolibrary.org/obo/MONDO_0002040,dermatomycosis,,561
http://purl.obolibrary.org/obo/MONDO_0002041,fungal infectious disease,,7952
http://purl.obolibrary.org/obo/MONDO_0002043,ectropion,28,889
http://purl.obolibrary.org/obo/MONDO_0002045,communicating hydrocephalus,,101
http://purl.obolibrary.org/obo/MONDO_0002049,thrombocytopenia,476,17411
http://purl.obolibrary.org/obo/MONDO_0002050,depressive disorder,,16
http://purl.obolibrary.org/obo/MONDO_0002051,integumentary system disorder,8778,361838
http://purl.obolibrary.org/obo/MONDO_0002052,lymphadenitis,,2091
http://purl.obolibrary.org/obo/MONDO_0002070,ventricular septal defect,,680
http://purl.obolibrary.org/obo/MONDO_0002071,supratentorial cancer,14,1051
http://purl.obolibrary.org/obo/MONDO_0002073,malignant pineal area germ cell neoplasm,14,
http://purl.obolibrary.org/obo/MONDO_0002076,pneumothorax,14,67
http://purl.obolibrary.org/obo/MONDO_0002078,heart septal defect,252,5148
http://purl.obolibrary.org/obo/MONDO_0002081,musculoskeletal system disorder,20916,1015321
http://purl.obolibrary.org/obo/MONDO_0002082,endocrine gland neoplasm,1820,33141
http://purl.obolibrary.org/obo/MONDO_0002083,Richter transformation,,14
http://purl.obolibrary.org/obo/MONDO_0002087,peritoneum cancer,14,476
http://purl.obolibrary.org/obo/MONDO_0002089,retinal vascular occlusion,,286
http://purl.obolibrary.org/obo/MONDO_0002090,eccrine sweat gland neoplasm,14,14
http://purl.obolibrary.org/obo/MONDO_0002093,acanthoma,,323
http://purl.obolibrary.org/obo/MONDO_0002095,vascular cancer,154,993
http://purl.obolibrary.org/obo/MONDO_0002098,facial nerve disorder,28,2617
http://purl.obolibrary.org/obo/MONDO_0002100,cardiovascular cancer,154,993
http://purl.obolibrary.org/obo/MONDO_0002102,cheilitis,,302
http://purl.obolibrary.org/obo/MONDO_0002108,thyroid cancer,518,3279
http://purl.obolibrary.org/obo/MONDO_0002109,pituitary cancer,,728
http://purl.obolibrary.org/obo/MONDO_0002113,peritoneal carcinoma,14,306
http://purl.obolibrary.org/obo/MONDO_0002116,malignant exocrine pancreas neoplasm,126,577
http://purl.obolibrary.org/obo/MONDO_0002118,urinary system disorder,4018,100996
http://purl.obolibrary.org/obo/MONDO_0002119,ossifying fibroma,,62
http://purl.obolibrary.org/obo/MONDO_0002120,neuroendocrine carcinoma,98,1729
http://purl.obolibrary.org/obo/MONDO_0002123,calcinosis,70,2645
http://purl.obolibrary.org/obo/MONDO_0002129,bone cancer,1344,5526
http://purl.obolibrary.org/obo/MONDO_0002132,skull cancer,42,756
http://purl.obolibrary.org/obo/MONDO_0002135,optic nerve disorder,252,8261
http://purl.obolibrary.org/obo/MONDO_0002136,eczematous dermatitis of eyelid,,14
http://purl.obolibrary.org/obo/MONDO_0002137,noninfectious dermatoses of eyelid,,14
http://purl.obolibrary.org/obo/MONDO_0002142,undifferentiated pleomorphic sarcoma,,153
http://purl.obolibrary.org/obo/MONDO_0002145,disorder of sexual differentiation,588,30934
http://purl.obolibrary.org/obo/MONDO_0002146,hypogonadism,1848,57342
http://purl.obolibrary.org/obo/MONDO_0002149,reproductive system cancer,392,1194
http://purl.obolibrary.org/obo/MONDO_0002150,hypothalamic disorder,266,8021
http://purl.obolibrary.org/obo/MONDO_0002165,rectal neoplasm,,1274
http://purl.obolibrary.org/obo/MONDO_0002169,rectum adenocarcinoma,,204
http://purl.obolibrary.org/obo/MONDO_0002171,giant cell tumor,,408
http://purl.obolibrary.org/obo/MONDO_0002175,degeneration of macula and posterior pole,42,1098
http://purl.obolibrary.org/obo/MONDO_0002177,hyperinsulinism,196,4999
http://purl.obolibrary.org/obo/MONDO_0002181,exostosis,28,1419
http://purl.obolibrary.org/obo/MONDO_0002182,communication disorder,,260
http://purl.obolibrary.org/obo/MONDO_0002185,hyperostosis,168,6004
http://purl.obolibrary.org/obo/MONDO_0002187,vulvar disease,,28
http://purl.obolibrary.org/obo/MONDO_0002203,constipation disorder,,14
http://purl.obolibrary.org/obo/MONDO_0002206,sweat gland cancer,,14
http://purl.obolibrary.org/obo/MONDO_0002211,B cell deficiency,560,25991
http://purl.obolibrary.org/obo/MONDO_0002214,brain germinoma,14,
http://purl.obolibrary.org/obo/MONDO_0002217,central nervous system sarcoma,42,328
http://purl.obolibrary.org/obo/MONDO_0002220,tooth hard tissue disease,336,2688
http://purl.obolibrary.org/obo/MONDO_0002229,ovarian epithelial tumor,28,14
http://purl.obolibrary.org/obo/MONDO_0002232,nasal cavity disorder,,768
http://purl.obolibrary.org/obo/MONDO_0002234,vaginitis,,28
http://purl.obolibrary.org/obo/MONDO_0002235,eyelid neoplasm,42,1027
http://purl.obolibrary.org/obo/MONDO_0002236,ocular cancer,126,1384
http://purl.obolibrary.org/obo/MONDO_0002241,factor XIII deficiency,28,801
http://purl.obolibrary.org/obo/MONDO_0002242,coagulation protein disease,686,10880
http://purl.obolibrary.org/obo/MONDO_0002243,hemorrhagic disease,994,18303
http://purl.obolibrary.org/obo/MONDO_0002244,factor VII deficiency,14,392
http://purl.obolibrary.org/obo/MONDO_0002245,blood platelet disease,812,23041
http://purl.obolibrary.org/obo/MONDO_0002247,factor X deficiency,14,512
http://purl.obolibrary.org/obo/MONDO_0002249,thrombocytosis disease,126,1115
http://purl.obolibrary.org/obo/MONDO_0002251,hepatitis,,1566
http://purl.obolibrary.org/obo/MONDO_0002254,syndromic disease,28378,1516751
http://purl.obolibrary.org/obo/MONDO_0002256,cervix disorder,,48
http://purl.obolibrary.org/obo/MONDO_0002257,ankylosis,,116
http://purl.obolibrary.org/obo/MONDO_0002259,gonadal disorder,3052,91161
http://purl.obolibrary.org/obo/MONDO_0002260,hidradenitis,,209
http://purl.obolibrary.org/obo/MONDO_0002261,keratopathy,,16
http://purl.obolibrary.org/obo/MONDO_0002263,female reproductive system disorder,1036,27097
http://purl.obolibrary.org/obo/MONDO_0002267,obstructive lung disease,84,1026
http://purl.obolibrary.org/obo/MONDO_0002269,gastroenteritis,,1840
http://purl.obolibrary.org/obo/MONDO_0002271,colon adenocarcinoma,,204
http://purl.obolibrary.org/obo/MONDO_0002273,plasma protein metabolism disease,14,669
http://purl.obolibrary.org/obo/MONDO_0002279,iron metabolism disease,308,20076
http://purl.obolibrary.org/obo/MONDO_0002280,anemia,2352,67599
http://purl.obolibrary.org/obo/MONDO_0002281,macrocytic anemia,112,4135
http://purl.obolibrary.org/obo/MONDO_0002283,neuroaxonal dystrophy,168,16596
http://purl.obolibrary.org/obo/MONDO_0002285,pupil disorder,,306
http://purl.obolibrary.org/obo/MONDO_0002289,iris disorder,42,1671
http://purl.obolibrary.org/obo/MONDO_0002297,epidermal appendage tumor,42,269
http://purl.obolibrary.org/obo/MONDO_0002300,dermis tumor,112,2354
http://purl.obolibrary.org/obo/MONDO_0002303,central retinal vein occlusion,,272
http://purl.obolibrary.org/obo/MONDO_0002304,protein S deficiency,14,593
http://purl.obolibrary.org/obo/MONDO_0002305,thrombophilia,84,4031
http://purl.obolibrary.org/obo/MONDO_0002311,retinal vascular disorder,196,6348
http://purl.obolibrary.org/obo/MONDO_0002312,opportunistic mycosis,,5311
http://purl.obolibrary.org/obo/MONDO_0002316,motor peripheral neuropathy,70,3864
http://purl.obolibrary.org/obo/MONDO_0002319,phosphorus metabolism disease,,28
http://purl.obolibrary.org/obo/MONDO_0002320,congenital nervous system disorder,7224,359766
http://purl.obolibrary.org/obo/MONDO_0002321,sensory peripheral neuropathy,322,9133
http://purl.obolibrary.org/obo/MONDO_0002326,alcohol-induced mental disorder,,558
http://purl.obolibrary.org/obo/MONDO_0002328,intracranial hemangioma,14,51
http://purl.obolibrary.org/obo/MONDO_0002329,testicular disorder,42,138
http://purl.obolibrary.org/obo/MONDO_0002331,nephrosis,560,7140
http://purl.obolibrary.org/obo/MONDO_0002332,splenic disorder,70,320
http://purl.obolibrary.org/obo/MONDO_0002334,hematopoietic and lymphoid system neoplasm,3164,19235
http://purl.obolibrary.org/obo/MONDO_0002341,granulomatous angiitis,56,1221
http://purl.obolibrary.org/obo/MONDO_0002342,chondromalacia,,917
http://purl.obolibrary.org/obo/MONDO_0002350,familial nephrotic syndrome,560,6588
http://purl.obolibrary.org/obo/MONDO_0002352,larynx cancer,42,
http://purl.obolibrary.org/obo/MONDO_0002356,pancreas disorder,966,20261
http://purl.obolibrary.org/obo/MONDO_0002358,laryngeal carcinoma,42,
http://purl.obolibrary.org/obo/MONDO_0002363,papilloma,14,293
http://purl.obolibrary.org/obo/MONDO_0002366,autonomic nervous system neoplasm,112,2631
http://purl.obolibrary.org/obo/MONDO_0002367,kidney cancer,644,1587
http://purl.obolibrary.org/obo/MONDO_0002369,cystadenoma,,14
http://purl.obolibrary.org/obo/MONDO_0002378,dermoid cyst,,16
http://purl.obolibrary.org/obo/MONDO_0002379,cystic teratoma,,16
http://purl.obolibrary.org/obo/MONDO_0002381,sweat gland neoplasm,28,99
http://purl.obolibrary.org/obo/MONDO_0002405,hepatic vascular disorder,56,1408
http://purl.obolibrary.org/obo/MONDO_0002406,dermatitis,434,14425
http://purl.obolibrary.org/obo/MONDO_0002407,capillary hemangioma,,293
http://purl.obolibrary.org/obo/MONDO_0002408,hereditary hyperbilirubinemia,84,1584
http://purl.obolibrary.org/obo/MONDO_0002409,auditory system disorder,1820,10561
http://purl.obolibrary.org/obo/MONDO_0002412,disorder of glycogen metabolism,532,20567
http://purl.obolibrary.org/obo/MONDO_0002413,glycogen storage disease I,28,2721
http://purl.obolibrary.org/obo/MONDO_0002415,bone carcinoma,42,469
http://purl.obolibrary.org/obo/MONDO_0002419,transient tic disorder,,14
