dis,dis_label,associations_count,phenotypes_count
http://purl.obolibrary.org/obo/MONDO_0010837,primary hyperparathyroidism,126,3367
http://purl.obolibrary.org/obo/MONDO_0010839,"neuronopathy, distal hereditary motor, autosomal dominant 8",14,435
http://purl.obolibrary.org/obo/MONDO_0010840,pachygyria-intellectual disability-epilepsy syndrome,,196
http://purl.obolibrary.org/obo/MONDO_0010841,Waardenburg syndrome type 2B,,126
http://purl.obolibrary.org/obo/MONDO_0010842,multiple cutaneous and mucosal venous malformations,14,33
http://purl.obolibrary.org/obo/MONDO_0010844,"epiphyseal dysplasia, multiple, 2",,388
http://purl.obolibrary.org/obo/MONDO_0010846,"exostoses, multiple, type III",,16
http://purl.obolibrary.org/obo/MONDO_0010847,spinocerebellar ataxia type 4,14,364
http://purl.obolibrary.org/obo/MONDO_0010848,spinocerebellar ataxia type 5,14,553
http://purl.obolibrary.org/obo/MONDO_0010849,"palmoplantar keratoderma, Bothnian type",14,187
http://purl.obolibrary.org/obo/MONDO_0010850,Tessier number 4 facial cleft,14,134
http://purl.obolibrary.org/obo/MONDO_0010851,Lowry-MacLean syndrome,,1076
http://purl.obolibrary.org/obo/MONDO_0010852,chromosome 8Q12.1-q21.2 deletion syndrome,,68
http://purl.obolibrary.org/obo/MONDO_0010854,Toriello-Lacassie-Droste syndrome,14,1281
http://purl.obolibrary.org/obo/MONDO_0010855,short tarsus-absence of lower eyelashes syndrome,,32
http://purl.obolibrary.org/obo/MONDO_0010856,autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis,28,49
http://purl.obolibrary.org/obo/MONDO_0010857,semantic dementia,84,457
http://purl.obolibrary.org/obo/MONDO_0010858,macrocephaly-spastic paraplegia-dysmorphism syndrome,,408
http://purl.obolibrary.org/obo/MONDO_0010860,autosomal recessive nonsyndromic hearing loss 3,,18
http://purl.obolibrary.org/obo/MONDO_0010865,pseudoaminopterin syndrome,,1615
http://purl.obolibrary.org/obo/MONDO_0010866,infantile osteopetrosis with neuroaxonal dysplasia,14,1284
http://purl.obolibrary.org/obo/MONDO_0010867,PARC syndrome,,120
http://purl.obolibrary.org/obo/MONDO_0010868,rippling muscle disease 1,,128
http://purl.obolibrary.org/obo/MONDO_0010870,tibial muscular dystrophy,14,447
http://purl.obolibrary.org/obo/MONDO_0010871,succinic acidemia,,32
http://purl.obolibrary.org/obo/MONDO_0010872,"parotid salivary glands, polycystic dysgenetic disease of",,16
http://purl.obolibrary.org/obo/MONDO_0010873,band heterotopia of brain,,368
http://purl.obolibrary.org/obo/MONDO_0010875,"pachydermodactyly, familial",,16
http://purl.obolibrary.org/obo/MONDO_0010876,recessive aplasia cutis congenita of limbs,,32
http://purl.obolibrary.org/obo/MONDO_0010877,Charcot-Marie-Tooth disease type 5,14,293
http://purl.obolibrary.org/obo/MONDO_0010878,hereditary spastic paraplegia 6,14,462
http://purl.obolibrary.org/obo/MONDO_0010879,CODAS syndrome,14,1834
http://purl.obolibrary.org/obo/MONDO_0010880,"telangiectasia, hereditary hemorrhagic, type 2",,639
http://purl.obolibrary.org/obo/MONDO_0010881,mesomelia-synostoses syndrome,,1319
http://purl.obolibrary.org/obo/MONDO_0010882,aphalangy-syndactyly-microcephaly syndrome,,366
http://purl.obolibrary.org/obo/MONDO_0010883,pectus excavatum-macrocephaly-dysplastic nails syndrome,,255
http://purl.obolibrary.org/obo/MONDO_0010885,angiokeratoma corporis diffusum with arteriovenous fistulas,,64
http://purl.obolibrary.org/obo/MONDO_0010886,2q37 microdeletion syndrome,14,1694
http://purl.obolibrary.org/obo/MONDO_0010887,isolated anterior cervical hypertrichosis,,16
http://purl.obolibrary.org/obo/MONDO_0010889,arterial dissection-lentiginosis syndrome,,116
http://purl.obolibrary.org/obo/MONDO_0010890,acrocardiofacial syndrome,,932
http://purl.obolibrary.org/obo/MONDO_0010891,lethal hemolytic anemia-genital anomalies syndrome,,340
http://purl.obolibrary.org/obo/MONDO_0010894,maturity-onset diabetes of the young type 3,,48
http://purl.obolibrary.org/obo/MONDO_0010895,ABCD syndrome,,233
http://purl.obolibrary.org/obo/MONDO_0010896,pigment dispersion syndrome,,48
http://purl.obolibrary.org/obo/MONDO_0010897,schizophrenia 3,,32
http://purl.obolibrary.org/obo/MONDO_0010898,autosomal dominant epilepsy with auditory features,42,321
http://purl.obolibrary.org/obo/MONDO_0010899,autosomal dominant nocturnal frontal lobe epilepsy 1,,53
http://purl.obolibrary.org/obo/MONDO_0010900,intrauterine growth retardation with increased mitomycin c sensitivity,,112
http://purl.obolibrary.org/obo/MONDO_0010901,HEC syndrome,,268
http://purl.obolibrary.org/obo/MONDO_0010902,"spondyloepiphyseal dysplasia, Reardon type",,320
http://purl.obolibrary.org/obo/MONDO_0010903,"craniosynostosis, Adelaide type",,112
http://purl.obolibrary.org/obo/MONDO_0010905,cone-rod dystrophy 1,,80
http://purl.obolibrary.org/obo/MONDO_0010906,orofacial cleft 11,,34
http://purl.obolibrary.org/obo/MONDO_0010907,familial hypertryptophanemia,14,408
http://purl.obolibrary.org/obo/MONDO_0010908,loose anagen syndrome,28,3571
http://purl.obolibrary.org/obo/MONDO_0010909,UV-sensitive syndrome 1,,160
http://purl.obolibrary.org/obo/MONDO_0010910,"enuresis, nocturnal, 1",,16
http://purl.obolibrary.org/obo/MONDO_0010911,prolactin-producing pituitary gland adenoma,42,850
http://purl.obolibrary.org/obo/MONDO_0010912,"fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement",,344
http://purl.obolibrary.org/obo/MONDO_0010913,Caroli disease,14,559
http://purl.obolibrary.org/obo/MONDO_0010914,"carnitine palmitoyl transferase II deficiency, severe infantile form",14,753
http://purl.obolibrary.org/obo/MONDO_0010915,autosomal dominant nonsyndromic hearing loss 4A,,16
http://purl.obolibrary.org/obo/MONDO_0010916,polycystic kidney disease 3 with or without polycystic liver disease,,101
http://purl.obolibrary.org/obo/MONDO_0010917,chondrocalcinosis 1,,32
http://purl.obolibrary.org/obo/MONDO_0010919,"varicella, severe recurrent",,16
http://purl.obolibrary.org/obo/MONDO_0010920,microtia,14,217
http://purl.obolibrary.org/obo/MONDO_0010922,Satoyoshi syndrome,,699
http://purl.obolibrary.org/obo/MONDO_0010923,proximal myopathy with focal depletion of mitochondria,14,48
http://purl.obolibrary.org/obo/MONDO_0010924,D-2-hydroxyglutaric aciduria,28,840
http://purl.obolibrary.org/obo/MONDO_0010925,velo-facial-skeletal syndrome,,306
http://purl.obolibrary.org/obo/MONDO_0010926,familial hypocalciuric hypercalcemia 3,14,312
http://purl.obolibrary.org/obo/MONDO_0010927,orofacial cleft 3,,16
http://purl.obolibrary.org/obo/MONDO_0010929,craniosynostosis 4,,420
http://purl.obolibrary.org/obo/MONDO_0010930,anophthalmia plus syndrome,,383
http://purl.obolibrary.org/obo/MONDO_0010931,"vitamin D-dependent rickets, type 2B",,306
http://purl.obolibrary.org/obo/MONDO_0010932,progressive bifocal chorioretinal atrophy,,232
http://purl.obolibrary.org/obo/MONDO_0010933,autosomal recessive nonsyndromic hearing loss 4,,99
http://purl.obolibrary.org/obo/MONDO_0010936,frontotemporal dementia and/or amyotrophic lateral sclerosis 7,,416
http://purl.obolibrary.org/obo/MONDO_0010938,T-B+ severe combined immunodeficiency due to JAK3 deficiency,14,830
http://purl.obolibrary.org/obo/MONDO_0010939,gallbladder disease 1,14,541
http://purl.obolibrary.org/obo/MONDO_0010941,"nocturnal enuresis, 2",,16
http://purl.obolibrary.org/obo/MONDO_0010945,retinitis pigmentosa 17,,85
http://purl.obolibrary.org/obo/MONDO_0010946,hypertrophic cardiomyopathy 6,,318
http://purl.obolibrary.org/obo/MONDO_0010947,Budd-Chiari syndrome,42,445
http://purl.obolibrary.org/obo/MONDO_0010948,cataract 10 multiple types,,71
http://purl.obolibrary.org/obo/MONDO_0010949,Charcot-Marie-Tooth disease type 2B,14,487
http://purl.obolibrary.org/obo/MONDO_0010951,dilated cardiomyopathy 1B,,81
http://purl.obolibrary.org/obo/MONDO_0010952,hereditary hyperferritinemia with congenital cataracts,14,194
http://purl.obolibrary.org/obo/MONDO_0010953,Fanconi anemia complementation group E,,517
http://purl.obolibrary.org/obo/MONDO_0010958,"cardiac arrhythmia, ankyrin-B-related",,100
http://purl.obolibrary.org/obo/MONDO_0010959,van den Ende-Gupta syndrome,14,1843
http://purl.obolibrary.org/obo/MONDO_0010961,obesity due to prohormone convertase I deficiency,14,491
http://purl.obolibrary.org/obo/MONDO_0010962,diffuse nonepidermolytic palmoplantar keratoderma,14,272
http://purl.obolibrary.org/obo/MONDO_0010963,autosomal dominant nonsyndromic hearing loss 6,,34
http://purl.obolibrary.org/obo/MONDO_0010964,"epiphyseal dysplasia, multiple, 3",,241
http://purl.obolibrary.org/obo/MONDO_0010965,autosomal recessive nonsyndromic hearing loss 6,,22
http://purl.obolibrary.org/obo/MONDO_0010966,achondrogenesis type IB,14,712
http://purl.obolibrary.org/obo/MONDO_0010967,autosomal recessive nonsyndromic hearing loss 7,,38
http://purl.obolibrary.org/obo/MONDO_0010968,"glaucoma 3, primary infantile, B",,16
http://purl.obolibrary.org/obo/MONDO_0010969,cone-rod dystrophy 5,,119
http://purl.obolibrary.org/obo/MONDO_0010970,"cardiac malformation, cleft lip/palate, microcephaly, and digital anomalies",,681
http://purl.obolibrary.org/obo/MONDO_0010971,infundibulopelvic stenosis-multicystic kidney syndrome,,48
http://purl.obolibrary.org/obo/MONDO_0010972,hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome,,493
http://purl.obolibrary.org/obo/MONDO_0010973,autosomal dominant nonsyndromic hearing loss 5,,16
http://purl.obolibrary.org/obo/MONDO_0010974,"nephrotic syndrome, type 2",,128
http://purl.obolibrary.org/obo/MONDO_0010976,"epidermolysis bullosa simplex 1D, generalized, intermediate or severe, autosomal recessive",14,468
http://purl.obolibrary.org/obo/MONDO_0010977,Brody myopathy,14,338
http://purl.obolibrary.org/obo/MONDO_0010978,"portal vein, cavernous transformation of",,16
http://purl.obolibrary.org/obo/MONDO_0010979,Timothy syndrome,42,628
http://purl.obolibrary.org/obo/MONDO_0010983,dystonia 9,14,445
http://purl.obolibrary.org/obo/MONDO_0010984,Usher syndrome type 1D,,49
http://purl.obolibrary.org/obo/MONDO_0010985,"epilepsy, familial adult myoclonic, 1",,161
http://purl.obolibrary.org/obo/MONDO_0010986,autosomal recessive nonsyndromic hearing loss 9,,71
http://purl.obolibrary.org/obo/MONDO_0010987,autosomal recessive nonsyndromic hearing loss 8,,17
http://purl.obolibrary.org/obo/MONDO_0010988,aplasia cutis-myopia syndrome,,235
http://purl.obolibrary.org/obo/MONDO_0010989,Mayer-Rokitansky-Küster-Hauser syndrome type 2,28,460
http://purl.obolibrary.org/obo/MONDO_0010991,"laterality defects, autosomal dominant",,64
http://purl.obolibrary.org/obo/MONDO_0010992,Ayme-Gripp syndrome,,756
http://purl.obolibrary.org/obo/MONDO_0010993,Harrod syndrome,,442
http://purl.obolibrary.org/obo/MONDO_0010995,Charcot-Marie-Tooth disease type 1C,14,343
http://purl.obolibrary.org/obo/MONDO_0010997,"supranuclear palsy, progressive, 1",14,1064
http://purl.obolibrary.org/obo/MONDO_0010998,ALG3-congenital disorder of glycosylation,14,1402
http://purl.obolibrary.org/obo/MONDO_0010999,fallot complex-intellectual disability-growth delay syndrome,,673
http://purl.obolibrary.org/obo/MONDO_0011001,Brugada syndrome 1,,160
http://purl.obolibrary.org/obo/MONDO_0011002,"neuropathy, hereditary motor and sensory, type 6A",,474
http://purl.obolibrary.org/obo/MONDO_0011003,dilated cardiomyopathy 1E,,277
http://purl.obolibrary.org/obo/MONDO_0011004,lissencephaly type 3-metacarpal bone dysplasia syndrome,,391
http://purl.obolibrary.org/obo/MONDO_0011006,hereditary spastic paraplegia 9A,14,1155
http://purl.obolibrary.org/obo/MONDO_0011007,diaphragmatic defect-limb deficiency-skull defect syndrome,,496
http://purl.obolibrary.org/obo/MONDO_0011008,cleft lip/palate-intestinal malrotation-cardiopathy syndrome,,238
http://purl.obolibrary.org/obo/MONDO_0011010,Matthew-Wood syndrome,28,1098
http://purl.obolibrary.org/obo/MONDO_0011011,skeletal dysplasia-epilepsy-short stature syndrome,,383
http://purl.obolibrary.org/obo/MONDO_0011012,African iron overload,,457
http://purl.obolibrary.org/obo/MONDO_0011013,autosomal dominant hypocalcemia 1,,350
http://purl.obolibrary.org/obo/MONDO_0011014,pleuropulmonary blastoma,,60
http://purl.obolibrary.org/obo/MONDO_0011015,cataract 24,,65
http://purl.obolibrary.org/obo/MONDO_0011017,Naxos disease,14,894
http://purl.obolibrary.org/obo/MONDO_0011018,brachyolmia-amelogenesis imperfecta syndrome,14,253
http://purl.obolibrary.org/obo/MONDO_0011019,alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome,,51
http://purl.obolibrary.org/obo/MONDO_0011020,osteoporosis-oculocutaneous hypopigmentation syndrome,,218
http://purl.obolibrary.org/obo/MONDO_0011021,"neuronal intestinal dysplasia, type B",,16
http://purl.obolibrary.org/obo/MONDO_0011022,Potocki-Shaffer syndrome,42,859
http://purl.obolibrary.org/obo/MONDO_0011023,hereditary mixed polyposis syndrome,28,390
http://purl.obolibrary.org/obo/MONDO_0011024,"dermatitis herpetiformis, familial",,17
http://purl.obolibrary.org/obo/MONDO_0011025,Cayman type cerebellar ataxia,14,533
http://purl.obolibrary.org/obo/MONDO_0011026,autosomal recessive congenital ichthyosis 4A,14,622
http://purl.obolibrary.org/obo/MONDO_0011028,autosomal recessive limb-girdle muscular dystrophy type 2F,14,293
http://purl.obolibrary.org/obo/MONDO_0011031,autosomal dominant nonsyndromic hearing loss 10,,16
http://purl.obolibrary.org/obo/MONDO_0011032,autosomal dominant nonsyndromic hearing loss 11,,48
http://purl.obolibrary.org/obo/MONDO_0011034,odontomicronychial dysplasia,,217
http://purl.obolibrary.org/obo/MONDO_0011035,neurofibromatosis-Noonan syndrome,28,1308
http://purl.obolibrary.org/obo/MONDO_0011036,porencephaly-cerebellar hypoplasia-internal malformations syndrome,,96
http://purl.obolibrary.org/obo/MONDO_0011038,cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome,14,926
http://purl.obolibrary.org/obo/MONDO_0011039,"atrophia maculosa varioliformis cutis, familial",,32
http://purl.obolibrary.org/obo/MONDO_0011040,"spinal dysplasia, Anhalt type",,128
http://purl.obolibrary.org/obo/MONDO_0011041,"ectodermal dysplasia with natal teeth, Turnpenny type",,240
http://purl.obolibrary.org/obo/MONDO_0011042,Martinez-Frias syndrome,,176
http://purl.obolibrary.org/obo/MONDO_0011045,MMEP syndrome,,411
http://purl.obolibrary.org/obo/MONDO_0011046,"short stature, Brussels type",,170
http://purl.obolibrary.org/obo/MONDO_0011047,deafness-epiphyseal dysplasia-short stature syndrome,,323
http://purl.obolibrary.org/obo/MONDO_0011048,epilepsy-microcephaly-skeletal dysplasia syndrome,,119
http://purl.obolibrary.org/obo/MONDO_0011049,Fine-Lubinsky syndrome,14,1771
http://purl.obolibrary.org/obo/MONDO_0011050,microcephaly-cardiac defect-lung malsegmentation syndrome,,567
http://purl.obolibrary.org/obo/MONDO_0011051,"lethal short-limb skeletal dysplasia, Al Gazali type",,719
http://purl.obolibrary.org/obo/MONDO_0011052,amelia cleft lip palate hydrocephalus iris coloboma,,242
http://purl.obolibrary.org/obo/MONDO_0011053,intellectual disability-sparse hair-brachydactyly syndrome,14,2457
http://purl.obolibrary.org/obo/MONDO_0011054,autosomal recessive amelia,,30
http://purl.obolibrary.org/obo/MONDO_0011055,distal monosomy 10p,,527
http://purl.obolibrary.org/obo/MONDO_0011056,Wilms tumor 4,,16
http://purl.obolibrary.org/obo/MONDO_0011057,cerebrovascular disorder,420,9300
http://purl.obolibrary.org/obo/MONDO_0011058,autosomal dominant nonsyndromic hearing loss 9,,81
http://purl.obolibrary.org/obo/MONDO_0011059,holoprosencephaly-craniosynostosis syndrome,,453
http://purl.obolibrary.org/obo/MONDO_0011060,early-onset non-syndromic cataract,1148,1859
http://purl.obolibrary.org/obo/MONDO_0011062,aprosencephaly cerebellar dysgenesis,,197
http://purl.obolibrary.org/obo/MONDO_0011063,"hidrotic ectodermal dysplasia, Christianson-Fourie type",,170
http://purl.obolibrary.org/obo/MONDO_0011065,Hunter-McAlpine craniosynostosis,,96
http://purl.obolibrary.org/obo/MONDO_0011066,Charcot-Marie-Tooth disease type 4B1,14,197
http://purl.obolibrary.org/obo/MONDO_0011067,autosomal recessive nonsyndromic hearing loss 12,,63
http://purl.obolibrary.org/obo/MONDO_0011069,"cervical ribs, Sprengel anomaly, anal atresia, and urethral obstruction",,208
http://purl.obolibrary.org/obo/MONDO_0011070,van Maldergem syndrome 1,,960
http://purl.obolibrary.org/obo/MONDO_0011071,hereditary thrombocytopenia and hematologic cancer predisposition syndrome,14,526
http://purl.obolibrary.org/obo/MONDO_0011073,"diabetes mellitus, transient neonatal, 1",70,453
http://purl.obolibrary.org/obo/MONDO_0011074,autosomal dominant nonsyndromic hearing loss 7,,16
http://purl.obolibrary.org/obo/MONDO_0011075,retinitis pigmentosa 18,,80
http://purl.obolibrary.org/obo/MONDO_0011076,myofibrillar myopathy 1,14,576
http://purl.obolibrary.org/obo/MONDO_0011078,"anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis",,545
http://purl.obolibrary.org/obo/MONDO_0011079,"rhizomelic dysplasia, Patterson-Lowry type",,417
http://purl.obolibrary.org/obo/MONDO_0011080,progressive deafness with stapes fixation,,66
http://purl.obolibrary.org/obo/MONDO_0011081,dislocation of the hip-dysmorphism syndrome,14,340
http://purl.obolibrary.org/obo/MONDO_0011082,oculoauriculofrontonasal syndrome,,374
http://purl.obolibrary.org/obo/MONDO_0011083,trichodental syndrome,,128
http://purl.obolibrary.org/obo/MONDO_0011085,Charcot-Marie-Tooth disease type 4D,14,934
http://purl.obolibrary.org/obo/MONDO_0011086,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive",28,733
http://purl.obolibrary.org/obo/MONDO_0011088,congenital myasthenic syndrome 1A,,829
http://purl.obolibrary.org/obo/MONDO_0011089,patent ductus venosus,,112
http://purl.obolibrary.org/obo/MONDO_0011090,isolated hereditary congenital facial paralysis,,50
http://purl.obolibrary.org/obo/MONDO_0011091,Charcot-Marie-Tooth disease type 2D,14,244
http://purl.obolibrary.org/obo/MONDO_0011092,ribbing disease,,16
http://purl.obolibrary.org/obo/MONDO_0011093,mucopolysaccharidosis type 9,14,412
http://purl.obolibrary.org/obo/MONDO_0011094,dilated cardiomyopathy 1C,,171
http://purl.obolibrary.org/obo/MONDO_0011095,dilated cardiomyopathy 1D,,253
http://purl.obolibrary.org/obo/MONDO_0011096,autosomal agammaglobulinemia,140,2080
http://purl.obolibrary.org/obo/MONDO_0011097,Axenfeld-Rieger syndrome type 2,,368
http://purl.obolibrary.org/obo/MONDO_0011098,"prostate cancer, hereditary, 1",,21
http://purl.obolibrary.org/obo/MONDO_0011099,human HOXA1 syndromes,28,139
http://purl.obolibrary.org/obo/MONDO_0011101,peroxisome biogenesis disorder 1B,,308
http://purl.obolibrary.org/obo/MONDO_0011102,autosomal dominant nonsyndromic hearing loss 12,,16
http://purl.obolibrary.org/obo/MONDO_0011103,autosomal dominant nonsyndromic hearing loss 3A,,16
http://purl.obolibrary.org/obo/MONDO_0011104,cataract 3 multiple types,,67
http://purl.obolibrary.org/obo/MONDO_0011105,"alacrima, congenital, autosomal recessive",,48
http://purl.obolibrary.org/obo/MONDO_0011106,facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome,14,729
http://purl.obolibrary.org/obo/MONDO_0011107,congenital hypotrichosis with juvenile macular dystrophy,14,738
http://purl.obolibrary.org/obo/MONDO_0011109,"multiple epiphyseal dysplasia, Lowry type",,340
http://purl.obolibrary.org/obo/MONDO_0011112,Wilms tumor 5,,16
http://purl.obolibrary.org/obo/MONDO_0011113,Charcot-Marie-Tooth disease type 4C,14,1338
http://purl.obolibrary.org/obo/MONDO_0011114,familial multiple trichoepithelioma,14,85
http://purl.obolibrary.org/obo/MONDO_0011115,spastic paraplegia and Evans syndrome,,48
http://purl.obolibrary.org/obo/MONDO_0011116,lung agenesis-heart defect-thumb anomalies syndrome,,554
http://purl.obolibrary.org/obo/MONDO_0011117,iris pigment epithelium anomalies,,17
http://purl.obolibrary.org/obo/MONDO_0011119,iridogoniodysgenesis,56,4423
http://purl.obolibrary.org/obo/MONDO_0011120,"neural tube defects, folate-sensitive",,32
http://purl.obolibrary.org/obo/MONDO_0011121,pheochromocytoma/paraganglioma syndrome 2,,160
http://purl.obolibrary.org/obo/MONDO_0011122,obesity disorder,98,3036
http://purl.obolibrary.org/obo/MONDO_0011125,"trichothiodystrophy 1, photosensitive",,753
http://purl.obolibrary.org/obo/MONDO_0011128,Sheldon-hall syndrome,70,1189
http://purl.obolibrary.org/obo/MONDO_0011129,glaucoma type 1C,,32
http://purl.obolibrary.org/obo/MONDO_0011130,"sebaceous gland hyperplasia, familial presenile",,48
http://purl.obolibrary.org/obo/MONDO_0011131,tricho-oculo-dermo-vertebral syndrome,,464
http://purl.obolibrary.org/obo/MONDO_0011132,"T-cell immunodeficiency, congenital alopecia, and nail dystrophy",14,198
http://purl.obolibrary.org/obo/MONDO_0011133,"deaf blind hypopigmentation syndrome, Yemenite type",,502
http://purl.obolibrary.org/obo/MONDO_0011134,Curry-Jones syndrome,14,985
http://purl.obolibrary.org/obo/MONDO_0011135,"superior transverse scapular ligament, calcification of, familial",,32
http://purl.obolibrary.org/obo/MONDO_0011136,Quebec platelet disorder,14,96
http://purl.obolibrary.org/obo/MONDO_0011137,retinitis pigmentosa 19,,166
http://purl.obolibrary.org/obo/MONDO_0011139,preaxial hallucal polydactyly,,48
http://purl.obolibrary.org/obo/MONDO_0011141,"megaloblastic anemia, folate-responsive",,211
http://purl.obolibrary.org/obo/MONDO_0011142,"Ehlers-Danlos syndrome, musculocontractural type",28,3067
http://purl.obolibrary.org/obo/MONDO_0011143,cone-rod dystrophy 6,,249
http://purl.obolibrary.org/obo/MONDO_0011144,"ceroid lipofuscinosis, neuronal, 6A",28,142
http://purl.obolibrary.org/obo/MONDO_0011145,colobomatous microphthalmia - obesity - hypogenitalism - intellectual disability syndrome,,414
http://purl.obolibrary.org/obo/MONDO_0011146,tetrasomy 12p,,2984
http://purl.obolibrary.org/obo/MONDO_0011147,chromosome 18q deletion syndrome,,2419
http://purl.obolibrary.org/obo/MONDO_0011148,Spondylospinal thoracic dysostosis,,96
http://purl.obolibrary.org/obo/MONDO_0011149,"premature aging syndrome, Okamoto type",,208
http://purl.obolibrary.org/obo/MONDO_0011150,acroosteolysis-keloid-like lesions-premature aging syndrome,14,1215
http://purl.obolibrary.org/obo/MONDO_0011151,exudative vitreoretinopathy 4,,192
http://purl.obolibrary.org/obo/MONDO_0011152,PHGDH deficiency,14,1022
http://purl.obolibrary.org/obo/MONDO_0011153,"hyperinsulinemic hypoglycemia, familial, 2",42,905
http://purl.obolibrary.org/obo/MONDO_0011154,"acrofacial dysostosis, Palagonia type",,493
http://purl.obolibrary.org/obo/MONDO_0011155,vacuolar Neuromyopathy,14,208
http://purl.obolibrary.org/obo/MONDO_0011156,progressive familial intrahepatic cholestasis type 2,14,208
http://purl.obolibrary.org/obo/MONDO_0011157,Gomez-Lopez-Hernandez syndrome,,1050
http://purl.obolibrary.org/obo/MONDO_0011158,autoimmune lymphoproliferative syndrome type 1,,400
http://purl.obolibrary.org/obo/MONDO_0011159,autosomal dominant nonsyndromic hearing loss 13,,17
http://purl.obolibrary.org/obo/MONDO_0011160,autosomal recessive nonsyndromic hearing loss 15,,84
http://purl.obolibrary.org/obo/MONDO_0011162,cataract 14 multiple types,,16
http://purl.obolibrary.org/obo/MONDO_0011165,glomerulopathy with fibronectin deposits 2,,185
http://purl.obolibrary.org/obo/MONDO_0011166,lymphedema-atrial septal defects-facial changes syndrome,,356
http://purl.obolibrary.org/obo/MONDO_0011169,keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome,14,166
http://purl.obolibrary.org/obo/MONDO_0011170,autosomal recessive limb-girdle muscular dystrophy type 2G,14,256
http://purl.obolibrary.org/obo/MONDO_0011171,odonto-tricho-ungual-digito-palmar syndrome,,240
http://purl.obolibrary.org/obo/MONDO_0011173,thrombocythemia 2,,34
http://purl.obolibrary.org/obo/MONDO_0011174,hyperzincemia with functional zinc depletion,14,112
http://purl.obolibrary.org/obo/MONDO_0011175,Friedreich ataxia 2,,368
http://purl.obolibrary.org/obo/MONDO_0011176,intestinal hypomagnesemia 1,14,94
http://purl.obolibrary.org/obo/MONDO_0011177,"ectodermal dysplasia 4, hair/nail type",,276
http://purl.obolibrary.org/obo/MONDO_0011178,infantile convulsions and choreoathetosis,,153
http://purl.obolibrary.org/obo/MONDO_0011180,"broad terminal phalanges, familial",,32
http://purl.obolibrary.org/obo/MONDO_0011181,"fibrosis of extraocular muscles, congenital, 2",,131
http://purl.obolibrary.org/obo/MONDO_0011182,trimethylaminuria,14,300
http://purl.obolibrary.org/obo/MONDO_0011183,"Paget disease of bone 2, early-onset",,405
http://purl.obolibrary.org/obo/MONDO_0011184,childhood apraxia of speech,14,476
http://purl.obolibrary.org/obo/MONDO_0011185,Thiel-Behnke corneal dystrophy,14,217
http://purl.obolibrary.org/obo/MONDO_0011186,Usher syndrome type 1F,,107
http://purl.obolibrary.org/obo/MONDO_0011187,"polydactyly, postaxial, type A2",,16
http://purl.obolibrary.org/obo/MONDO_0011188,arrhythmogenic right ventricular dysplasia 3,,64
http://purl.obolibrary.org/obo/MONDO_0011189,arrhythmogenic right ventricular dysplasia 4,,80
http://purl.obolibrary.org/obo/MONDO_0011190,nephronophthisis 2,98,293
http://purl.obolibrary.org/obo/MONDO_0011191,capillary infantile hemangioma,,21
http://purl.obolibrary.org/obo/MONDO_0011192,autosomal recessive nonsyndromic hearing loss 18A,,17
http://purl.obolibrary.org/obo/MONDO_0011193,cone dystrophy 3,,81
http://purl.obolibrary.org/obo/MONDO_0011194,Alzheimer disease 5,,17
http://purl.obolibrary.org/obo/MONDO_0011195,Usher syndrome type 1E,,64
http://purl.obolibrary.org/obo/MONDO_0011196,amyotrophic lateral sclerosis type 5,,312
http://purl.obolibrary.org/obo/MONDO_0011198,"spondyloepimetaphyseal dysplasia, Missouri type",14,582
http://purl.obolibrary.org/obo/MONDO_0011199,"nephropathy, progressive tubulointerstitial, with cholestatic liver disease",,80
http://purl.obolibrary.org/obo/MONDO_0011200,torsion dystonia 7,,144
http://purl.obolibrary.org/obo/MONDO_0011201,"tremor, hereditary essential, 2",,48
http://purl.obolibrary.org/obo/MONDO_0011202,RHYNS syndrome,14,777
http://purl.obolibrary.org/obo/MONDO_0011203,Pierre Robin sequence with pectus excavatum and rib and scapular anomalies,,190
http://purl.obolibrary.org/obo/MONDO_0011205,medium chain 3-ketoacyl-Coa thiolase deficiency,,96
http://purl.obolibrary.org/obo/MONDO_0011206,ventriculomegaly with defects of the radius and kidney,,192
http://purl.obolibrary.org/obo/MONDO_0011208,malignant atrophic papulosis,,692
http://purl.obolibrary.org/obo/MONDO_0011211,axial spondylometaphyseal dysplasia,,1226
http://purl.obolibrary.org/obo/MONDO_0011213,Pierpont syndrome,14,1891
http://purl.obolibrary.org/obo/MONDO_0011214,progressive familial intrahepatic cholestasis type 3,14,305
http://purl.obolibrary.org/obo/MONDO_0011215,osteocraniostenosis,14,351
http://purl.obolibrary.org/obo/MONDO_0011216,hemochromatosis type 2A,,287
http://purl.obolibrary.org/obo/MONDO_0011217,desmosterolosis,14,1953
