graph,Formalisation,Structural accuracy,Consistency,Syntactic validity,Redundancy,Interpretability,Inference,Understandability,Trustworthiness,Provenance,Clustering,Interoperability,Versatility,Licensing,Accessibility,Reusability
assoc,1.0,5.0,4.857142857142857,3.6666666666666665,5.0,4.8,4.0,2.5,4.0,3.0,4.166666666666667,3.0,1.0,1.0,2.5,2.3333333333333335
pheno,1.0,5.0,4.142857142857143,3.6666666666666665,5.0,3.8,3.0,1.5,4.0,3.0,3.3333333333333335,3.0,1.0,1.0,2.25,2.3333333333333335
gene_pheno_nervous,1.0,5.0,4.571428571428571,3.6666666666666665,5.0,4.4,3.6,4.375,4.0,3.0,3.8333333333333335,3.0,1.0,1.0,3.0,2.3333333333333335
gene_pheno_human,1.0,5.0,4.571428571428571,3.6666666666666665,5.0,4.4,3.6,4.25,4.0,3.0,3.8333333333333335,3.0,1.0,1.0,3.0,2.3333333333333335
complete,1.0,5.0,4.571428571428571,3.6666666666666665,5.0,4.4,3.6,4.125,4.0,3.0,3.8333333333333335,3.0,1.0,1.0,3.0,2.3333333333333335
